pulse_index,start_time,end_time,duration,peak_time,peak_value,tr1_rise_time,tr2_fall_time,auc
0,1.1625,2.0625,0.8999999999999999,1.4625,1.0,0.2999999999999998,0.3999999999999999,0.60625
1,3.5625,4.7625,1.2000000000000002,3.9625000000000004,1.0,0.40000000000000036,,1.05625
2,5.9625,7.4625,1.5,6.1625,1.0,0.1999999999999993,,1.2374999999999994
