pulse_index,start_time,end_time,duration,peak_time,peak_value,tr1_rise_time,tr2_fall_time,auc
0,1.2625000000000002,2.3625,1.0999999999999996,1.4625,1.0,0.19999999999999973,,0.7124999999999999
1,3.9625000000000004,4.8625,0.8999999999999995,4.0625,0.875,0.09999999999999964,,0.6124999999999997
2,6.8625,7.8625,1.0,7.3625,0.75,0.5,,0.55
