channel,mean,std,median,mad,is_dead
emg1,8.964602271661,4.356179964808565,9.261250056951685,2.3695254159327,0
emg2,7.597015345784388,4.171449486194601,7.375684372959322,2.750418884060902,0
emg3,7.9001236405197055,3.658881880946069,7.911957528238895,2.9018494318275927,0
emg4,9.919972864857863,4.812859450016211,9.334233469855283,3.2795871349418366,0
emg5,14.272333616833272,6.281208943201877,13.916833805280007,4.528880261745859,0
emg6,21.52888298676029,10.727790252667871,21.550439953666213,7.1796810566611295,0
emg7,19.904400987378075,11.2616385728827,19.913013578625684,6.831999227291281,0
emg8,11.46350450879707,6.374344278400619,11.461339843607503,4.394590391293843,0
