start_time,end_time,center_time,RMS_log1p,TKEO_log1p,WL_log1p,cluster,is_active_cluster
63.0,253.0,158.0,0.21306434151376138,0.00043645329923231097,0.10924793280957373,0,0
163.0,353.0,258.0,0.17091783638131874,0.0003725930656142627,0.12666470951562586,0,0
263.0,453.0,358.0,0.15149859954379147,0.00042365150529996006,0.11373933799174628,0,0
363.0,553.0,458.0,0.16488334498742743,0.00038211541927258755,0.09648922178050191,0,0
463.0,653.0,558.0,0.16221977698091303,0.00045196300334949017,0.10263780575309647,0,0
563.0,753.0,658.0,0.15711401967374736,0.00035772876857075595,0.10712228660028979,0,0
663.0,853.0,758.0,0.2066294085455698,0.00040736228473585087,0.18487912104494603,0,0
763.0,953.0,858.0,0.4355964581991123,0.016106942256343387,0.7259889025396129,0,0
863.0,1053.0,958.0,0.7472775474133857,0.026669609048444728,0.7261057554575147,1,1
963.0,1153.0,1058.0,0.85667837877094,0.022212004298112403,0.5851231568952123,1,1
1063.0,1253.0,1158.0,0.7368115369646671,0.0245231679672542,0.6742467205320756,1,1
1163.0,1353.0,1258.0,0.5522295202912925,0.007083527304856091,0.3110369234009465,0,0
1263.0,1453.0,1358.0,0.4245309262672907,0.003993522493746252,0.38019679616727914,0,0
1363.0,1553.0,1458.0,0.24984440273205683,0.0011642910771251915,0.35626581222049597,0,0
1463.0,1653.0,1558.0,0.22553137274803406,0.0013020203081561298,0.21845556256503415,0,0
1563.0,1753.0,1658.0,0.2709345200632887,0.0022104954113599633,0.23347244454726507,0,0
1663.0,1853.0,1758.0,0.37615301757731684,0.0051150898672488706,0.3514288371112621,0,0
1763.0,1953.0,1858.0,0.5297597010795811,0.009008066926138928,0.4747657840247888,0,0
1863.0,2053.0,1958.0,0.6242721360358349,0.010954549819715045,0.4725262000982882,0,0
1963.0,2153.0,2058.0,0.6962576115407658,0.009799752492041102,0.6486680250824851,1,1
2063.0,2253.0,2158.0,0.8436771747971478,0.020048665394621367,0.8414977055034534,1,1
2163.0,2353.0,2258.0,0.9880382905603681,0.03568043243071355,0.678228467673212,1,1
2263.0,2453.0,2358.0,0.9648797310980786,0.031055215497584793,0.7110161283629169,1,1
2363.0,2553.0,2458.0,0.7592723659005755,0.019609186019134604,0.6247214672542543,1,1
2463.0,2653.0,2558.0,0.5976842254676081,0.007686977485130752,0.315202571837295,0,0
2563.0,2753.0,2658.0,0.6693402353416492,0.012316153480785144,0.47391276441629704,0,0
2663.0,2853.0,2758.0,0.8769118327789619,0.02975630613286975,0.7020393144481029,1,1
2763.0,2953.0,2858.0,0.9638769406711752,0.03175109442304276,0.6153970694034269,1,1
2863.0,3053.0,2958.0,0.7993394747941142,0.034450703714165025,0.8542104616767927,1,1
2963.0,3153.0,3058.0,0.43214728703935656,0.012000098300384463,0.8049224300695142,1,1
3063.0,3253.0,3158.0,0.19363184972525524,0.0005179851187462351,0.20051528584983086,0,0
3163.0,3353.0,3258.0,0.16253827177968533,0.0005294479367689078,0.14233108694388236,0,0
3263.0,3453.0,3358.0,0.15522484204159345,0.0003272841147295913,0.15645545958803095,0,0
3363.0,3553.0,3458.0,0.167071800478703,0.00054271918243281,0.13426484975708694,0,0
3463.0,3653.0,3558.0,0.161212761637345,0.0004001845478537585,0.10612920618272477,0,0
3563.0,3753.0,3658.0,0.14418994170260852,0.0003938625993421089,0.18429241699174803,0,0
3663.0,3853.0,3758.0,0.219948633709964,0.0008419641100957178,0.2562563243261926,0,0
3763.0,3953.0,3858.0,0.35326189571108874,0.002434356872178672,0.45137608383087624,0,0
3863.0,4053.0,3958.0,0.5521677494159593,0.006553762439711879,0.5130345035623155,0,0
3963.0,4153.0,4058.0,0.7799203346782361,0.02651254486984898,0.6910903718888242,1,1
4063.0,4253.0,4158.0,1.0054856122145197,0.03939201056457976,0.8437235396153364,1,1
4163.0,4353.0,4258.0,1.1314614416039002,0.04455665366314662,0.7190666191724232,1,1
4263.0,4453.0,4358.0,1.1750598861290666,0.07154575799029059,0.9117208189249904,1,1
4363.0,4553.0,4458.0,1.2531903217449865,0.06703258903566796,0.8185847705829893,1,1
4463.0,4653.0,4558.0,1.2510102581911053,0.07176042013164972,1.0352412411767886,1,1
4563.0,4753.0,4658.0,0.9921437884034647,0.06573208889999112,1.178852044063629,1,1
4663.0,4853.0,4758.0,0.4666550990601536,0.006950125732936816,0.5629161968993673,0,0
4763.0,4953.0,4858.0,0.23670066554167335,0.001839667615604765,0.2776181242682327,0,0
4863.0,5053.0,4958.0,0.1483212960438466,0.0004310937822290349,0.12915988430774122,0,0
4963.0,5153.0,5058.0,0.1233318012350096,0.00040063121641779117,0.15114113092891732,0,0
5063.0,5253.0,5158.0,0.12064613683969215,0.0004155411320409687,0.13870154481617386,0,0
5163.0,5353.0,5258.0,0.13390187650650634,0.00036568688103004183,0.10220000056826097,0,0
5263.0,5453.0,5358.0,0.15789067898153453,0.0005305741669473755,0.11425586725678914,0,0
5363.0,5553.0,5458.0,0.21806758698997214,0.0012018071311763045,0.2048565846704957,0,0
5463.0,5653.0,5558.0,0.2603696301065999,0.0013902934361754806,0.19425511917231192,0,0
5563.0,5753.0,5658.0,0.2971731741199378,0.0020806970987328416,0.40951232152704975,0,0
5663.0,5853.0,5758.0,0.5855488760630507,0.015013544856160538,0.7315765572240633,1,1
5763.0,5953.0,5858.0,0.8177158308792681,0.011397326514999946,0.6695788485736883,1,1
5863.0,6053.0,5958.0,0.9794735422192049,0.02635322540842594,0.767619455897542,1,1
5963.0,6153.0,6058.0,1.1447677869525963,0.06973016637028989,0.880596567361351,1,1
6063.0,6253.0,6158.0,1.211631338057288,0.07104785256019244,0.7613044608619854,1,1
6163.0,6353.0,6258.0,1.124469823496207,0.04465484466713565,0.8760361698827457,1,1
6263.0,6453.0,6358.0,0.8961639901962722,0.03902196649123774,1.058661487469594,1,1
6363.0,6553.0,6458.0,0.5399492923773765,0.020680150622315718,0.7725051860597096,1,1
6463.0,6653.0,6558.0,0.18080671112561925,0.001279780847902675,0.22163790469271816,0,0
6563.0,6753.0,6658.0,0.1527384376625109,0.0002547496356388169,0.08248362663202143,0,0
6663.0,6853.0,6758.0,0.15460734942204601,0.00021320524207515804,0.06560594518418629,0,0
6763.0,6953.0,6858.0,0.14814489032930814,0.00045025453177581585,0.134589713252067,0,0
6863.0,7053.0,6958.0,0.14881498305660956,0.0004976457625047385,0.12209704423876225,0,0
6963.0,7153.0,7058.0,0.19056590381574182,8.721364466810242e-05,0.2516896265403263,0,0
7063.0,7253.0,7158.0,0.46255011193592555,0.008082077828557181,0.7061457322421187,0,0
7163.0,7353.0,7258.0,0.9390279302988845,0.07714533989791338,1.1263948557314325,1,1
7263.0,7453.0,7358.0,1.38944884271986,0.16535387939598833,1.2495190204569349,1,1
7363.0,7553.0,7458.0,1.529682104250588,0.16891687909880382,0.9845738362498987,1,1
7463.0,7653.0,7558.0,1.340580901690033,0.1570925606008034,1.2016333210083392,1,1
7563.0,7753.0,7658.0,0.995817478539212,0.02114783570056501,0.9513449028204362,1,1
7663.0,7853.0,7758.0,0.7861428591278636,0.02761856546570477,0.7827396260949843,1,1
7763.0,7953.0,7858.0,0.49107994225547885,0.01692842710796733,0.6937950261731128,0,0
7863.0,8053.0,7958.0,0.2232604741568199,0.0003524350203692911,0.19361295632556866,0,0
7963.0,8153.0,8058.0,0.15177008768489691,0.000220780322738452,0.16508916563872844,0,0
8063.0,8253.0,8158.0,0.09642716154327022,0.00018498773035200203,0.09976222262469384,0,0
8163.0,8353.0,8258.0,0.08354265584424944,0.00011468350377027091,0.0989001780797087,0,0
8263.0,8453.0,8358.0,0.12413112316015402,0.00024563688595495456,0.09979217758383525,0,0
8363.0,8553.0,8458.0,0.13719703198437014,0.000292070320718835,0.0948978742037321,0,0
8463.0,8653.0,8558.0,0.10800653596709746,0.00016986819351260285,0.09246344265763441,0,0
8563.0,8753.0,8658.0,0.09202830040226488,0.0002665285816379795,0.07300939064200904,0,0
8663.0,8853.0,8758.0,0.0979771373032212,0.00025616453582568056,0.08778974597819601,0,0
8763.0,8953.0,8858.0,0.09749586703333776,0.0002480401024276037,0.13961372524242271,0,0
8863.0,9053.0,8958.0,0.18660473551459192,0.0009405827269014389,0.2556470648401237,0,0
8963.0,9153.0,9058.0,0.3940524970238442,0.008385483105873606,0.5237130411085391,0,0
9063.0,9253.0,9158.0,0.5797384750018817,0.009589836083678777,0.49718697367628606,0,0
9163.0,9353.0,9258.0,0.8210429962790823,0.02641344207844074,0.6686915043170969,1,1
9263.0,9453.0,9358.0,1.0282942308967753,0.03954318908752481,1.014751882552575,1,1
9363.0,9553.0,9458.0,1.1951878201990471,0.04055256519854319,0.8701877045756128,1,1
9463.0,9653.0,9558.0,1.2841143025110069,0.040916487082195606,0.7906383647475316,1,1
9563.0,9753.0,9658.0,1.2480077025719554,0.052477512209854776,0.7347800621805766,1,1
9663.0,9853.0,9758.0,1.0583926050933954,0.03997986576291821,0.9005162758153774,1,1
9763.0,9953.0,9858.0,0.7040455885390767,0.01296616177846584,1.02628059493081,1,1
9863.0,10053.0,9958.0,0.3203934591590805,0.0012512494055151075,0.5759771183017894,0,0
9963.0,10153.0,10058.0,0.1091491708582103,0.0004938066651234138,0.18496749267652254,0,0
10063.0,10253.0,10158.0,0.08346124626911212,0.000152867327419856,0.09587593707921754,0,0
10163.0,10353.0,10258.0,0.07821219392503469,0.00016842852419686997,0.07588195854974766,0,0
10263.0,10453.0,10358.0,0.09702697621902179,0.00022940918579937824,0.1947954204889006,0,0
10363.0,10553.0,10458.0,0.21171429608653364,0.0010182828303942732,0.34430389131039685,0,0
10463.0,10653.0,10558.0,0.6946147763954164,0.04374089013932319,0.9551398570877522,1,1
10563.0,10753.0,10658.0,1.0456610823828572,0.06213091514771984,1.047701354261326,1,1
10663.0,10853.0,10758.0,1.258901763301397,0.04192002522100093,0.8205002214394999,1,1
10763.0,10953.0,10858.0,1.3759872444895165,0.04917015940738316,0.7313095165460647,1,1
10863.0,11053.0,10958.0,1.3280511703459392,0.0659428427880818,1.04055591628844,1,1
10963.0,11153.0,11058.0,1.0479728190106432,0.052837251590350943,1.198309719341719,1,1
11063.0,11253.0,11158.0,0.6214423521138084,0.010476110549231787,0.6338194170760747,1,1
11163.0,11353.0,11258.0,0.4061103003527442,0.003737342107725619,0.3561802440037716,0,0
11263.0,11453.0,11358.0,0.2987560060931112,0.0023620195489219634,0.317529495756733,0,0
11363.0,11553.0,11458.0,0.22851501907197,0.0015866671493736913,0.24278247621256777,0,0
11463.0,11653.0,11558.0,0.25833264582442333,0.0015637766951935351,0.20264576462032174,0,0
11563.0,11753.0,11658.0,0.2698737270968791,0.0016928967368207723,0.24850300818153148,0,0
11663.0,11853.0,11758.0,0.26382929497366203,0.001400290064376105,0.23015648086560275,0,0
11763.0,11953.0,11858.0,0.26965849177197926,0.0017616014518060399,0.2520709384581305,0,0
11863.0,12053.0,11958.0,0.2422174770854832,0.0017135595222836863,0.24591113872477818,0,0
11963.0,12153.0,12058.0,0.36365146021991424,0.0029896528284582215,0.42394587591695965,0,0
12063.0,12253.0,12158.0,0.6242274771404401,0.011651522077904894,0.674745204115382,1,1
12163.0,12353.0,12258.0,0.9087563756593425,0.017941201640527822,1.0021403028862705,1,1
12263.0,12453.0,12358.0,1.2574301283333775,0.06916734263454799,1.142331261861245,1,1
12363.0,12553.0,12458.0,1.4353134199918953,0.09379091575049421,0.8041198044096166,1,1
12463.0,12653.0,12558.0,1.3653922424682277,0.07035334065540079,0.9222070691481521,1,1
12563.0,12753.0,12658.0,1.1389107902481035,0.046297978871861746,0.9077627147560519,1,1
12663.0,12853.0,12758.0,0.9217659666823438,0.03033091815493453,0.678104775600801,1,1
12763.0,12953.0,12858.0,0.7026696062521811,0.013025602106873351,0.7360010349975932,1,1
12863.0,13053.0,12958.0,0.42273772119457564,0.009316055300929073,0.7369980607960924,0,0
12963.0,13153.0,13058.0,0.13750838171832327,0.0006328312426314404,0.2777192394982239,0,0
13063.0,13253.0,13158.0,0.17841641320777663,0.0005666295930775833,0.17473079301743968,0,0
13163.0,13353.0,13258.0,0.183662389086286,0.0005659066756178939,0.12503656143605524,0,0
13263.0,13453.0,13358.0,0.15674715630575276,0.0005148015917750601,0.1390364931262055,0,0
13363.0,13553.0,13458.0,0.1941719229224084,0.001667987145017122,0.2527416024224075,0,0
13463.0,13653.0,13558.0,0.3025827398018676,0.0018812034990407644,0.45796263200478554,0,0
13563.0,13753.0,13658.0,0.7988186830302701,0.0658330907802557,1.0528664523656424,1,1
13663.0,13853.0,13758.0,1.2020760269435937,0.112688499569857,1.1969979648466698,1,1
13763.0,13953.0,13858.0,1.4194829977313523,0.12210526599492338,0.9877112104983725,1,1
13863.0,14053.0,13958.0,1.4330525877225164,0.10946798306474988,0.9048631641142951,1,1
13963.0,14153.0,14058.0,1.2928255430795796,0.08314943459971955,1.0744618719384902,1,1
14063.0,14253.0,14158.0,1.2250747980081023,0.05414616568780523,1.026504415351081,1,1
14163.0,14353.0,14258.0,1.2812423674604974,0.03835891347460543,0.6135740914596892,1,1
14263.0,14453.0,14358.0,1.2204359918770489,0.06216975405655091,0.9678705168987117,1,1
14363.0,14553.0,14458.0,0.9445654296774214,0.061930234474806466,1.2407565408121517,1,1
14463.0,14653.0,14558.0,0.4818654767113722,0.023014325975698694,0.7419220842879133,1,1
14563.0,14753.0,14658.0,0.16020332730442402,0.00036007668604385316,0.11285431080425634,0,0
14663.0,14853.0,14758.0,0.18153541212731758,0.0003881600994989916,0.16718494582699828,0,0
14763.0,14953.0,14858.0,0.22300798575896405,0.0005920725037401949,0.15837796907882157,0,0
14863.0,15053.0,14958.0,0.21178119960623834,0.00048191495423178116,0.19021576094867018,0,0
14963.0,15153.0,15058.0,0.28065249733743813,0.002558549314480309,0.3200490667332557,0,0
15063.0,15253.0,15158.0,0.550409995530797,0.012477841973451644,0.6551585182647995,1,1
15163.0,15353.0,15258.0,0.8942905240786639,0.03325104211675131,1.0005095903747823,1,1
15263.0,15453.0,15358.0,1.2363292709719118,0.06378388064561154,1.033211365895836,1,1
