channel,mean,std,median,mad
emg1,1.2509715256484975,0.8716048687096661,1.030907853463296,0.5170459472999547
emg2,1.158998148039243,0.7299357367485226,0.9758094416574663,0.3822622741029592
emg3,1.2963217808214844,0.932878372725779,1.0895993365094259,0.48022557305789215
emg4,1.2586703740466323,0.9119048201320953,0.9546016064930989,0.490020326711471
emg5,1.5757867710028293,1.4375191556898126,1.0191640480958815,0.6090763536057298
emg6,2.1966109099324362,2.3560804286014854,1.2435089513032822,0.6157829054902006
emg7,2.3260255366945897,1.9238772888549405,1.5169348014154647,0.8938042805275142
emg8,1.5438294999014772,1.2343033276208963,1.1351282112359313,0.5075061481321632
