start_time,end_time,center_time,RMS_log1p,TKEO_log1p,WL_log1p,cluster_active_raw,cluster_active_smoothed
62.0,402.0,232.0,0.500659063650539,0.0015408552530025486,0.5386988409698578,1,1
242.0,582.0,412.0,0.6364533526919933,0.0025190051161000874,0.3273520251204235,1,1
422.0,762.0,592.0,0.7325299427991048,0.004400788580549303,0.47783335988075787,1,1
602.0,942.0,772.0,0.7821979626287598,0.004254577694627574,0.40713720322795033,1,1
782.0,1122.0,952.0,0.7467114872506768,0.0025238685885076444,0.6167208466664764,1,1
962.0,1302.0,1132.0,0.9411033636400736,0.008323307852060997,0.7819813184845101,1,1
1142.0,1482.0,1312.0,1.0576449025449923,0.012320194389669557,0.6548486108952185,1,1
1322.0,1662.0,1492.0,0.8842346508980964,0.007983412199379349,0.7974947054669405,1,1
1502.0,1842.0,1672.0,0.6755024013511397,0.0012518154221251333,0.5591492628331344,1,1
1682.0,2022.0,1852.0,0.7759062295885127,0.0023090894486425015,0.4181699754972811,1,1
1862.0,2202.0,2032.0,0.8836467281478017,0.00556651266815142,0.5182114519758663,1,1
2042.0,2382.0,2212.0,1.0147588193951647,0.009503313962508338,0.6643824958220984,1,1
2222.0,2562.0,2392.0,1.0155062629830696,0.009119637864422776,0.6399944998662948,1,1
2402.0,2742.0,2572.0,0.9748376547989122,0.006282045604607846,0.7459735784749104,1,1
2582.0,2922.0,2752.0,1.0596384162876509,0.0055632129179032696,0.5111907794390029,1,1
2762.0,3102.0,2932.0,1.0155531063405012,0.005814575170027793,0.6011468153946884,1,1
2942.0,3282.0,3112.0,0.8159895184819469,0.0033281553493637746,0.7616496460505553,1,1
3122.0,3462.0,3292.0,0.6358394149393921,0.0015376750430507423,0.6442670072463201,1,1
3302.0,3642.0,3472.0,0.6972138620602699,0.0037489181933133275,0.5592368870327863,1,1
3482.0,3822.0,3652.0,0.815102157908051,0.0049850431498585255,0.4959628559018015,1,1
3662.0,4002.0,3832.0,0.8066860476745762,0.004999960217389997,0.6146167320576222,1,1
3842.0,4182.0,4012.0,0.9196968833558318,0.006890029901360183,0.6762467809536428,1,1
4022.0,4362.0,4192.0,1.0297068865798997,0.01037286180319146,0.5781776515696759,1,1
4202.0,4542.0,4372.0,0.9530398694483946,0.006600955187021463,0.758615770234461,1,1
4382.0,4722.0,4552.0,0.8788945049061216,0.005135851367107592,0.6835218235625352,1,1
4562.0,4902.0,4732.0,0.9061895267644584,0.0073218755096974945,0.5558338969995538,1,1
4742.0,5082.0,4912.0,0.8647178970337079,0.0042012677181626585,0.4361034146451779,1,1
4922.0,5262.0,5092.0,0.7768631283132685,0.0020283910036889684,0.23932071582483322,1,1
5102.0,5442.0,5272.0,0.7249549851085378,0.0017284684756811348,0.34466491657882997,1,1
5282.0,5622.0,5452.0,0.7302509014235652,0.002794766850267716,0.29324480483291154,1,1
5462.0,5802.0,5632.0,0.7749133952056182,0.003568848298052166,0.3373560775804942,1,1
5642.0,5982.0,5812.0,0.7959398885029038,0.0034300462706406236,0.6224242667269657,1,1
5822.0,6162.0,5992.0,0.8470413580550528,0.004082439968194759,0.582027553018218,1,1
6002.0,6342.0,6172.0,0.9338429653334847,0.0037148975595748925,0.4625669752751536,1,1
6182.0,6522.0,6352.0,1.005052781980363,0.00453168306862758,0.5015422965713225,1,1
6362.0,6702.0,6532.0,1.0323036811974513,0.005983883085952785,0.3835027659525052,1,1
6542.0,6882.0,6712.0,1.0267504426267913,0.006458821420521858,0.40692461071611064,1,1
6722.0,7062.0,6892.0,0.9694976299617502,0.006634997374733484,0.5544385210535072,1,1
6902.0,7242.0,7072.0,0.8480800268043424,0.005596225349364856,0.5374196217864882,1,1
7082.0,7422.0,7252.0,0.6931593903926732,0.004332436442999826,0.5988102867462658,1,1
7262.0,7602.0,7432.0,0.4664351069311692,0.0015939046141142832,0.6091672649754926,1,1
7442.0,7782.0,7612.0,0.2167700089575905,0.00035144011186861486,0.332937400730967,0,0
7622.0,7962.0,7792.0,0.09819186145267166,0.0001290309532572351,0.18752045563119815,0,0
7802.0,8142.0,7972.0,0.10709997093210795,6.782492601250434e-05,0.13243294472519532,0,0
7982.0,8322.0,8152.0,0.1616121203784438,0.0001579022206752982,0.15646051657626642,0,0
8162.0,8502.0,8332.0,0.22479561220847277,0.00027294157517492604,0.1818411682797318,0,0
8342.0,8682.0,8512.0,0.2711228992624959,0.00023960723072215313,0.1323065862552084,0,0
8522.0,8862.0,8692.0,0.30575789984638385,0.0002692232342648564,0.12428301117299333,0,0
8702.0,9042.0,8872.0,0.30286616837807917,0.0001813164634503216,0.12765681381173868,0,0
8882.0,9222.0,9052.0,0.29780355226522054,0.00011396304790106872,0.11138963969994062,0,0
9062.0,9402.0,9232.0,0.315936609661204,0.00047421927197592974,0.14119567729834528,0,0
9242.0,9582.0,9412.0,0.3121305921055352,0.0006151578073377547,0.2671523813486749,0,0
9422.0,9762.0,9592.0,0.3293133244122354,0.00042075989103519483,0.18141278538763583,0,0
9602.0,9942.0,9772.0,0.28971340661310596,0.0004947319127487356,0.29954752473932594,0,0
9782.0,10122.0,9952.0,0.17268062766908754,0.00036365367839409716,0.33163249428437225,0,0
9962.0,10302.0,10132.0,0.1167056911203651,0.00014102323800093024,0.11467777885299553,0,0
10142.0,10482.0,10312.0,0.07497725106290647,7.392951290249544e-05,0.11661027300975046,0,0
10322.0,10662.0,10492.0,0.02583108798744262,6.2128020712987354e-06,0.0726508312236544,0,0
10502.0,10842.0,10672.0,0.03950696909996051,9.394588587698862e-06,0.03814854140160088,0,0
10682.0,11022.0,10852.0,0.06982837350881424,1.3800806710141767e-05,0.0841840662101054,0,0
10862.0,11202.0,11032.0,0.14276193872080511,4.108171732901099e-05,0.2408545245375129,0,0
11042.0,11382.0,11212.0,0.3922642016276331,0.0010740822122704446,0.6616651137003616,1,1
11222.0,11562.0,11392.0,0.7927615635763436,0.008466089872886112,0.8169363002645619,1,1
11402.0,11742.0,11572.0,0.9423649671866218,0.00981058882575772,0.5474597475253544,1,1
11582.0,11922.0,11752.0,0.8539772403926114,0.006080243757160429,0.5626918213119227,1,1
11762.0,12102.0,11932.0,0.8093767751445966,0.0035578811970322535,0.47335116635796165,1,1
11942.0,12282.0,12112.0,0.891063782839967,0.004728066057273598,0.40059856998758514,1,1
12122.0,12462.0,12292.0,0.875844080620209,0.0031456716222180285,0.4077431544240694,1,1
12302.0,12642.0,12472.0,0.8413612309864772,0.0023529956940465425,0.38459989623131463,1,1
12482.0,12822.0,12652.0,0.8030658697207347,0.003976241409800421,0.4222370477345686,1,1
12662.0,13002.0,12832.0,0.701297289629128,0.0029684447744583666,0.41138067454295907,1,1
12842.0,13182.0,13012.0,0.6683686291869496,0.002359355269889905,0.25030914243536845,1,1
13022.0,13362.0,13192.0,0.6464944424711941,0.0018592418515812426,0.311872899294216,1,1
13202.0,13542.0,13372.0,0.5819088033830572,0.0008930062194434089,0.2577663405388446,1,1
13382.0,13722.0,13552.0,0.5840935209002464,0.001265587956613158,0.2547900137372035,1,1
13562.0,13902.0,13732.0,0.6632604247194998,0.0017255488869903509,0.31340647846470016,1,1
13742.0,14082.0,13912.0,0.7643916260989639,0.003820313178614509,0.4489731942952428,1,1
13922.0,14262.0,14092.0,0.7475503770806592,0.004980039925840435,0.5340854956685216,1,1
14102.0,14442.0,14272.0,0.5301139132199711,0.00321827584595341,0.6579394959199826,1,1
14282.0,14622.0,14452.0,0.19670545082396032,0.00029550789600098107,0.38981225292257254,0,0
14462.0,14802.0,14632.0,0.08959933625624472,4.203931786296381e-05,0.10965074314307527,0,0
14642.0,14982.0,14812.0,0.04322724753276489,2.2958310651440088e-05,0.07053408703094352,0,0
14822.0,15162.0,14992.0,0.014739647143198649,2.2687326676785378e-06,0.022577364851029007,0,0
15002.0,15342.0,15172.0,0.01886774860031103,5.339367797039142e-06,0.047754786242546345,0,0
15182.0,15522.0,15352.0,0.04636265505887985,1.4711402831478342e-05,0.08663053574701608,0,0
15362.0,15702.0,15532.0,0.07938909386563818,3.0352300260010272e-05,0.08470211983125012,0,0
15542.0,15882.0,15712.0,0.09845731214963228,5.260212366347026e-05,0.06371953932042218,0,0
15722.0,16062.0,15892.0,0.10150038320181075,5.126880387711276e-05,0.05403893132684191,0,0
15902.0,16242.0,16072.0,0.08686168784101193,3.676283658596239e-05,0.07350920203248579,0,0
16082.0,16422.0,16252.0,0.08149552995185792,3.975158970150329e-05,0.0716309611742129,0,0
16262.0,16602.0,16432.0,0.0937453164206911,4.187438543884838e-05,0.059788795777293686,0,0
16442.0,16782.0,16612.0,0.0789103422616813,3.22071558662526e-05,0.0792388245232671,0,0
16622.0,16962.0,16792.0,0.04745432674680415,1.4354952176306734e-05,0.05589257105708608,0,0
16802.0,17142.0,16972.0,0.06165748166585325,3.38288042292197e-05,0.0893292311590757,0,0
16982.0,17322.0,17152.0,0.09121808130271684,3.78037096846796e-05,0.0749716318550952,0,0
17162.0,17502.0,17332.0,0.10380077558256648,3.34352750023091e-05,0.04408513234264896,0,0
17342.0,17682.0,17512.0,0.10830753046281108,3.1170247423096735e-05,0.046894798774290966,0,0
17522.0,17862.0,17692.0,0.0908663187840401,6.650303874803676e-05,0.1164833119348207,0,0
17702.0,18042.0,17872.0,0.04623656482458085,4.564119406602283e-05,0.12439613058579821,0,0
17882.0,18222.0,18052.0,0.031937800115432666,5.713077735596121e-06,0.03431372706909587,0,0
18062.0,18402.0,18232.0,0.03760004818537625,7.6189510506581636e-06,0.032583498233130746,0,0
18242.0,18582.0,18412.0,0.03574956976146216,1.6464639291229096e-05,0.05801555140748016,0,0
18422.0,18762.0,18592.0,0.045567431393585836,1.916613214491519e-05,0.053031935806736,0,0
