pulse_index,start_time,end_time,duration,peak_time,peak_value,tr1_rise_time,tr2_fall_time,auc
0,1.6305,3.6305,2.0,1.8305,1.0,0.19999999999999996,,1.7562499999999996
1,4.9305,6.6305,1.6999999999999993,5.0305,1.0,0.09999999999999964,,1.5312499999999996
2,8.0305,9.8305,1.8000000000000007,8.2305,1.0,0.1999999999999993,,1.6875000000000002
