t_center,z_mean_emg1,z_mean_emg2,z_mean_emg3,z_mean_emg4,z_mean_emg5,z_mean_emg6,z_mean_emg7,z_mean_emg8,avg,consensus
0.10200000000000001,-1.7105363039723913,-1.4811365592117873,-2.6629522251704825,-2.1811310351744964,-2.476764840068681,-1.886909042691758,-2.338970323298453,-1.922881901825676,0.0,0
0.162,-1.4205106194363013,-1.215089821253438,-1.645254481752399,-0.7818886872601366,-0.626879052485036,0.7670186383861783,-0.7232270652965774,-0.5461939580402769,0.0,0
0.22200000000000003,-0.643216626020429,-0.3111823643144252,-0.39250993708838,0.41710410229543093,0.3108843086749606,2.142038055532398,0.37825104951949173,-0.08732830592215025,0.0,0
0.28200000000000003,-0.09411718332358987,0.27424540860449603,-0.22286908095391122,-0.28340539775830803,-1.3031457590856403,0.2338935067123574,-0.5179081055922982,-1.0779270072966731,0.0,0
0.34199999999999997,-0.5462767750978457,-0.23298395506735559,-0.35492648204832156,-1.1341621797268466,-2.5935114649976834,-1.6841104425868074,-1.6462203643905113,-1.5851188666742395,0.0,0
0.402,-1.0279951946583603,-1.0519745696665326,0.045667101568926206,-1.160322675109111,-2.3917562286528575,-1.9506018675247239,-1.23687203133497,-1.4419624706720453,0.0,0
0.46199999999999997,-1.035572555521328,-1.2335818048154608,-0.026143614562660372,-1.1593191862582088,-1.7450513230143312,-1.455268341097759,0.03547319576596961,-1.220674279997717,0.0,0
0.522,-1.1146409819419782,-1.2458937248406352,-0.33248671241546585,-1.0761949456147277,-0.9536583992165154,-1.0809960812475565,0.08416815030038854,-0.8311312290393879,0.0,0
0.5820000000000001,-0.8406319275420414,-1.3168927447148848,-0.0647266808494206,-0.9586740231089954,-0.33714789716350957,-0.533876756544479,-0.28191445574471957,0.6496793993831858,0.0,0
0.6419999999999999,0.15412815208059852,-0.2272201093445084,0.7099085585358959,-0.4527568247316091,0.26124144023348367,0.35301649901642085,0.9354028201686493,2.1732017942608075,0.0,0
0.702,0.5652373284986801,0.5519667503031619,0.45637250797709944,-0.2845368601573974,-0.23263086687263787,-0.2825452264291053,1.195070702938255,1.2867715694611925,0.0,0
0.762,0.08465471139631896,-0.45286479917861805,-0.6591888943195607,-0.9398217054250947,-1.964587275121626,-1.733418319188438,-0.3851405543271746,-0.5646485672606648,0.0,0
0.8220000000000001,-0.044411657122250627,-1.17062805281586,-0.8728549073872457,-1.3792051096002147,-2.8800716986287846,-1.887626739598381,-1.2353011281815287,-1.261491660073592,0.0,0
0.882,-0.06345110365397615,-0.46092196305180416,-0.9755396515945586,-1.3798368423925893,-2.644774549422174,-1.4190211922068923,-0.8655488860140063,-1.2893099201255571,0.0,0
