Time,Fused_z,Active_binary
62.0,0.10852877560589388,0
72.0,0.1401779438595334,0
82.0,0.1713847056602666,0
92.0,0.2013653775751707,0
102.0,0.22964259685437616,0
112.0,0.25569052533123626,0
122.0,0.2786708979979291,0
132.0,0.3002255978898106,0
142.0,0.31818856378138705,0
152.0,0.33226749629592034,0
162.0,0.3443609425814119,0
172.0,0.3571394257401168,0
182.0,0.3732337367271843,0
192.0,0.3944696899083309,0
202.0,0.42157390303198833,0
212.0,0.4543168185142008,0
222.0,0.4925032634307696,0
232.0,0.5334740761398058,0
242.0,0.5752006536625345,0
252.0,0.6171312653061798,0
262.0,0.6571505093165841,0
272.0,0.6933907588722512,0
282.0,0.7245828374659571,1
292.0,0.7499646299999754,1
302.0,0.769298022447791,1
312.0,0.782781116271661,1
322.0,0.790894182381394,1
332.0,0.7942414193775984,1
342.0,0.7934538533931004,1
352.0,0.7892024838252099,1
362.0,0.7823376423832916,1
372.0,0.7741206708052641,1
382.0,0.7664439906399265,1
392.0,0.7618531893130842,1
402.0,0.7631504384661396,1
412.0,0.7725125347757387,1
422.0,0.7904569214244657,1
432.0,0.8152795579180246,1
442.0,0.843327441005493,1
452.0,0.8699557892493728,1
462.0,0.890788206992903,1
472.0,0.9029152222988069,1
482.0,0.9057335028871154,1
492.0,0.9011911115956737,1
502.0,0.8932666360838708,1
512.0,0.8866289958475935,1
522.0,0.8847208744514939,1
532.0,0.8879891506882643,1
542.0,0.8932771269683568,1
552.0,0.8949817712472182,1
562.0,0.8876321744626322,1
572.0,0.8689394606969847,1
582.0,0.8424669430000546,1
592.0,0.8191247203454071,1
602.0,0.8158032769280283,1
612.0,0.8486667070424987,1
622.0,0.9230272417725991,1
632.0,1.0295599292570152,1
642.0,1.1505115177508614,1
652.0,1.2677446217345492,1
662.0,1.3672808838756807,1
672.0,1.4409259152871905,1
682.0,1.4863793360257198,1
692.0,1.506457723137493,1
702.0,1.5076384031061738,1
712.0,1.498096284382032,1
722.0,1.4855715341609868,1
732.0,1.4756150966918966,1
742.0,1.4707787936570118,1
752.0,1.4709478006128807,1
762.0,1.4744220192111128,1
772.0,1.479040582068403,1
782.0,1.4828496390792145,1
792.0,1.4842686798751816,1
802.0,1.4820380569528548,1
812.0,1.4752690025547044,1
822.0,1.4637292731040312,1
832.0,1.4482570357701574,1
842.0,1.4310297575047595,1
852.0,1.4153505244654192,1
862.0,1.4046908163979441,1
872.0,1.4010400702650614,1
882.0,1.403146463948254,1
892.0,1.405640744784605,1
902.0,1.3997850459981143,1
912.0,1.3757073656051844,1
922.0,1.3252644065641255,1
932.0,1.2446850844526764,1
942.0,1.1401739086206664,1
952.0,1.0327744506696497,1
962.0,0.9267166594287791,1
