start_time,end_time,center_time,RMS_log1p,TKEO_log1p,WL_log1p,cluster,is_active_cluster
47.0,237.0,142.0,0.2080406351734046,0.00047189103239431883,0.07394027449930878,1,0
147.0,337.0,242.0,0.19403315390626588,0.0006231719534842142,0.12364667101353569,1,0
247.0,437.0,342.0,0.204238515405625,0.0006237677989578079,0.1691530170896755,1,0
347.0,537.0,442.0,0.2405581923111685,0.000627222806871636,0.11280760093673839,1,0
447.0,637.0,542.0,0.22968072825473668,0.000822078909306069,0.13098362498045954,1,0
547.0,737.0,642.0,0.17559794388858385,0.0006730765471936374,0.20465938474517695,1,0
647.0,837.0,742.0,0.14002117180427995,0.0002529709504734471,0.14046057089520197,1,0
747.0,937.0,842.0,0.13248498942691853,0.00034987168155780496,0.08583846103521235,1,0
847.0,1037.0,942.0,0.11339330518597092,0.00020696270465685868,0.0855059990475543,1,0
947.0,1137.0,1042.0,0.13440992124293047,0.0005289330256251029,0.14103319234067724,1,0
1047.0,1237.0,1142.0,0.16356308214836632,0.0005165966604447944,0.137477633305476,1,0
1147.0,1337.0,1242.0,0.16646754408751693,0.00032207075821615125,0.09947626706657701,1,0
1247.0,1437.0,1342.0,0.15310544152420713,0.0003248856946352517,0.08947969262271985,1,0
1347.0,1537.0,1442.0,0.15682802618216937,0.00046207118162855257,0.18605480639492347,1,0
1447.0,1637.0,1542.0,0.24696698723232263,0.000880680423131639,0.25088708693944556,1,0
1547.0,1737.0,1642.0,0.30082256791924067,0.0011027429642425663,0.18683786075889908,1,0
1647.0,1837.0,1742.0,0.27528732545823886,0.0010119044509017208,0.14624866233084696,1,0
1747.0,1937.0,1842.0,0.2419952280075609,0.0004414730929589638,0.10105250708609224,1,0
1847.0,2037.0,1942.0,0.23968984090318696,0.0005178536539839807,0.10310629447428987,1,0
1947.0,2137.0,2042.0,0.21748051335297128,0.0006223303144765944,0.14412816589953223,1,0
2047.0,2237.0,2142.0,0.1868218959632697,0.0004583009637109411,0.10618047015975442,1,0
2147.0,2337.0,2242.0,0.176273932022649,0.0005837370633618623,0.12020006742533687,1,0
2247.0,2437.0,2342.0,0.15947971792623908,0.0005045792492315195,0.13887715181311924,1,0
2347.0,2537.0,2442.0,0.15391976160379994,0.00025386195915235295,0.0876641714145911,1,0
2447.0,2637.0,2542.0,0.15924395140948924,0.0003626478763665958,0.08172537368856252,1,0
2547.0,2737.0,2642.0,0.14664890530185995,0.0002494031466990156,0.07349241800053989,1,0
2647.0,2837.0,2742.0,0.11884763592154686,0.00013088401509605866,0.07425830821817885,1,0
2747.0,2937.0,2842.0,0.08759115163269741,0.00016102401850876197,0.08385789486555874,1,0
2847.0,3037.0,2942.0,0.08776673382902017,0.00019343316700018247,0.0947849884725024,1,0
2947.0,3137.0,3042.0,0.10719341597521714,0.00022051014196438178,0.09440839887987815,1,0
3047.0,3237.0,3142.0,0.12005148567375974,0.0001389825990552076,0.05411746062432739,1,0
3147.0,3337.0,3242.0,0.14829595009133664,0.0004232597202846949,0.10181449642975895,1,0
3247.0,3437.0,3342.0,0.19566140335424792,0.0006367113746616612,0.12851009750032297,1,0
3347.0,3537.0,3442.0,0.21878453160868308,0.0005347998023757778,0.10271197910535715,1,0
3447.0,3637.0,3542.0,0.21899161321130473,0.0004206620602256064,0.06202161045343335,1,0
3547.0,3737.0,3642.0,0.2181854804936471,0.0004518215820615862,0.09672284638383798,1,0
3647.0,3837.0,3742.0,0.22514117444229992,0.0008999322677654006,0.12157184085217382,1,0
3747.0,3937.0,3842.0,0.2563764478348705,0.0006674837553169992,0.4019491928650265,1,0
3847.0,4037.0,3942.0,0.5830454714694628,0.0145938502496065,0.7229068002122266,0,1
3947.0,4137.0,4042.0,0.8485979517120623,0.022680446020076166,0.7225628819486274,0,1
4047.0,4237.0,4142.0,0.9637713370208603,0.021968019411496262,0.5767176394068694,0,1
4147.0,4337.0,4242.0,0.9690232553158632,0.01793946612400814,0.4690296898942015,0,1
4247.0,4437.0,4342.0,0.8381895905961447,0.02342896790256084,0.8100208762673758,0,1
4347.0,4537.0,4442.0,0.587572605477094,0.014435435861049917,0.8209405891361754,0,1
4447.0,4637.0,4542.0,0.5691428205012624,0.006403700418821496,0.48444981293679257,1,0
4547.0,4737.0,4642.0,0.7198423539576482,0.008441169720696888,0.6045899133785194,0,1
4647.0,4837.0,4742.0,0.9777048141463415,0.04175197746147394,0.8439816698536767,0,1
4747.0,4937.0,4842.0,1.1774652084126014,0.05709609862956219,0.7252490697460477,0,1
4847.0,5037.0,4942.0,1.3103079630540364,0.09784644087670505,1.3486075977879817,0,1
4947.0,5137.0,5042.0,1.5037722781420106,0.08850929783054816,1.1815462037866586,0,1
5047.0,5237.0,5142.0,1.55755766701371,0.055898802919350635,0.8501217640948239,0,1
5147.0,5337.0,5242.0,1.4830692823304608,0.09382764453414502,1.3531030686876657,0,1
5247.0,5437.0,5342.0,1.6996671539245831,0.22842940300316894,1.4180042206541108,0,1
5347.0,5537.0,5442.0,1.8791001400545073,0.2872938665911264,1.1828257173715213,0,1
5447.0,5637.0,5542.0,1.8407067326743538,0.2518465070672887,1.3128065313223325,0,1
5547.0,5737.0,5642.0,1.7161967756478433,0.14729394164787235,1.2258974906344693,0,1
5647.0,5837.0,5742.0,1.5034649552440353,0.17181064336904725,1.733962224693723,0,1
5747.0,5937.0,5842.0,1.039664694575264,0.1179109968610677,1.4686649622086596,0,1
5847.0,6037.0,5942.0,0.3116621388938589,0.0013716694078384454,0.12470124735284281,1,0
5947.0,6137.0,6042.0,0.2744892117916548,0.0016256435780811242,0.1838445650578451,1,0
6047.0,6237.0,6142.0,0.2210951858862399,0.0009407757949633374,0.17009979465128947,1,0
6147.0,6337.0,6242.0,0.18887790235102792,0.0007115728643910117,0.14681633327542293,1,0
6247.0,6437.0,6342.0,0.2874683388176829,0.0017749784473892064,0.2797840040730607,1,0
6347.0,6537.0,6442.0,0.5486870304520827,0.01803396202266404,0.8642770647177391,0,1
6447.0,6637.0,6542.0,0.8558836879044015,0.03297291310099504,0.82299390267856,0,1
6547.0,6737.0,6642.0,0.9409971990704673,0.0352254688574956,0.768752252542439,0,1
6647.0,6837.0,6742.0,0.7793657146603276,0.039011112271038526,0.9459097159607391,0,1
6747.0,6937.0,6842.0,0.6332753568176394,0.00962032671132258,0.40128819230917095,1,0
6847.0,7037.0,6942.0,0.5885818936600676,0.011631263784372917,0.5542606064395355,1,0
6947.0,7137.0,7042.0,0.4027411356566583,0.011794462526061462,0.6483753182260469,1,0
7047.0,7237.0,7142.0,0.39894033492528824,0.003599714321317427,0.35232040072073073,1,0
7147.0,7337.0,7242.0,0.4884840157479762,0.004288492955172565,0.23294981733076794,1,0
7247.0,7437.0,7342.0,0.432883812699774,0.003596177245592671,0.33524521964982557,1,0
7347.0,7537.0,7442.0,0.3626068647969736,0.002014884766162923,0.3085672602988824,1,0
7447.0,7637.0,7542.0,0.42692247516931764,0.008005257003582712,0.6316227469838,1,0
7547.0,7737.0,7642.0,0.674412086294352,0.019283754816807646,0.7522974696528824,0,1
7647.0,7837.0,7742.0,0.861221267763507,0.02663977671613224,0.628598720713477,0,1
