sheet,channel,n_samples,baseline_median,baseline_mad,hi_thr,lo_thr,n_events,total_active_s,activity_ratio_pct
Supinasyon,emg1,2056,2.4709581446347277,0.36047483550796433,3.0,2.0,7,1.1599999999999753,5.642023346303502
Supinasyon,emg2,2056,1.1624225622288256,0.3596063832496633,3.0,2.0,8,1.8899999999999597,9.19260700389105
Supinasyon,emg3,2056,2.3995510457822036,0.5355516690056373,3.0,2.0,9,1.6199999999999655,7.879377431906615
Supinasyon,emg4,2056,4.515773678390655,1.3726049985721853,3.0,2.0,5,0.8299999999999823,4.036964980544747
Supinasyon,emg5,2056,9.811307783767269,2.1854522470316358,3.0,2.0,5,0.8199999999999825,3.9883268482490273
Supinasyon,emg6,2056,5.2278543430535365,1.5416394710558028,3.0,2.0,8,1.1399999999999757,5.544747081712062
Supinasyon,emg7,2056,2.3136976059211403,0.5269890245254282,3.0,2.0,7,1.079999999999977,5.252918287937743
Supinasyon,emg8,2056,0.9828777339486978,0.3004830681139496,3.0,2.0,9,1.8199999999999612,8.852140077821012
