sheet,channel,n_samples,baseline_median,baseline_mad,hi_thr,lo_thr,n_events,total_active_s,activity_ratio_pct
BasParmakFleksiyon,emg1,1841,1.0189340757017615,0.4986910610036854,3.0,2.0,8,1.2999999999999723,7.061379684953829
BasParmakFleksiyon,emg2,1841,0.9342758450220892,0.37448045930895524,3.0,2.0,9,1.9899999999999576,10.809342748506246
BasParmakFleksiyon,emg3,1841,1.0407385682290355,0.4710913195324541,3.0,2.0,9,1.7499999999999627,9.505703422053232
BasParmakFleksiyon,emg4,1841,1.0452301008163074,0.40382090596140013,3.0,2.0,10,1.9899999999999576,10.809342748506246
BasParmakFleksiyon,emg5,1841,0.8914401088305053,0.5784311575645095,3.0,2.0,13,2.8799999999999386,15.643671917436176
BasParmakFleksiyon,emg6,1841,1.2099035010874748,0.5778345060437476,3.0,2.0,8,3.1699999999999324,17.21890277023357
BasParmakFleksiyon,emg7,1841,1.4380094050407473,0.7353466561833162,3.0,2.0,11,2.6599999999999433,14.448669201520913
BasParmakFleksiyon,emg8,1841,1.1454822201448274,0.3078610686989634,3.0,2.0,10,2.4599999999999476,13.3623030961434
