t_center,mean_z_emg1,mean_z_emg2,mean_z_emg3,mean_z_emg4,mean_z_emg5,mean_z_emg6,mean_z_emg7,mean_z_emg8,consensus
0.10200000000000001,-0.822323867337554,-0.8270158680347209,-1.3262910472834089,-0.09741618718680785,-0.8390635347091496,-1.2900361519064765,-0.5538212221923374,-0.30698108035240484,0
0.162,-0.3003447077338968,-0.8538376316173192,-1.2987696947630205,-0.05882525153551795,-0.4586293735766281,-1.0092799329040743,-0.3751248173961306,0.2050652946513851,0
0.22200000000000003,0.4081878019615999,-1.4197644463202332,-1.151674025996355,-0.5959533652820551,-0.44248790967582613,-0.7606353285263688,-0.37299917625751805,0.6954157298504652,0
0.28200000000000003,0.9675948324317892,-1.5848455753581778,-0.7056372679728504,-0.7217111147485418,-0.5628953806139644,-0.41624777330019747,-0.2781610859234699,0.5632552101680465,0
0.34199999999999997,0.489098975086722,-1.1883064176100204,-0.14228719311810545,-0.4794450418362217,-0.8911223679801855,-0.526956446099654,-0.25714862033803804,-0.11675716078673049,0
0.402,-0.26134089166641994,-1.072369725726822,-0.10176404868688871,-0.008204464862788323,-1.1652130176734632,-1.03108783461836,-0.28690477211675197,-0.048457272420137774,0
0.46199999999999997,-0.08225011506786688,-1.209518085351375,-0.7663827035539703,0.03165992784986335,-1.223526554149254,-1.3482661724992349,-0.5011240892076178,0.14802011669945794,0
0.522,0.1931597043523756,-1.212287255638271,-1.3178261048504096,-0.4033401887679324,-1.1235358457548534,-1.2846572632188453,-0.8250743654365161,-0.6201319655497335,0
0.5820000000000001,-0.4173429187548912,-1.3383700354194368,-1.3733174779783603,-0.948237446524367,-1.0636587060767297,-0.8614533276960167,-1.1404371436056122,-1.5121771564753204,0
0.6419999999999999,-1.005755038673489,-1.557964340752273,-1.2863022959631767,-1.2943175905463975,-1.213535246942245,-0.6893021701622137,-1.2108113201828172,-1.4721237730471077,0
0.702,-0.9860349329188239,-1.7681415022569655,-0.9961319447582753,-1.0348542864659396,-1.1007415299766892,-0.9320366780736337,-1.0693816201448005,-1.103799975792125,0
0.762,-1.0311090475905456,-1.2386006701685819,-0.39796598761221164,-0.49845196340975195,-0.7154031596815912,-0.7706127708925452,-0.8430454704491669,-1.041469194983318,0
0.8220000000000001,-1.1443535967999223,0.2019200572548705,0.23413402001298578,-0.21004694034003243,-0.6393981884450773,-0.5545655985959451,-0.4937165958868375,-0.8653714671523888,0
0.882,-1.0897475452694148,0.7576941612181808,0.08951833442592494,-0.25949137111880255,-0.7900771158843746,-0.8986162579677694,-0.15378592485152523,-0.24667510453174982,0
0.942,-1.073882084742323,0.3911955097480575,-0.7458465964075373,-0.5134875949337238,-0.8216070163561348,-1.314797557682138,-0.2547418705451386,-0.003134619417782892,0
1.002,-1.261207222217408,-0.11778848880176569,-1.0931269038987073,-0.875662513714203,-0.8148071730325137,-1.5386660339781637,-0.49813704829569777,-0.4231805196394789,0
1.0619999999999998,-1.1936850076493257,-0.38422328029231184,-0.9577639067609537,-1.189769456887724,-0.9190839975038458,-1.2169643267188535,-0.4451570742654114,-0.8815900384191937,0
1.1219999999999999,-0.6823313259864556,-0.2803480338881466,-1.0823122749413951,-1.1280311187066925,-1.0659706587872102,-0.4480947269263946,-0.4012320106407732,-0.9993042816315528,0
1.182,-0.6691242387140816,-0.5056714358008364,-1.2854015962447438,-0.715879397429728,-1.0761915838521656,-0.4065035085906348,-0.8810103642191415,-0.9964492407827885,0
1.242,-1.0062278471015544,-0.7061661472032276,-1.2594266325520678,-0.42258131231250534,-0.8375677686740558,-0.8315645896509608,-1.345905263732513,-0.9178053643948609,0
1.302,-1.0016576690939327,-0.7201925906251652,-1.3810859493162493,-0.13858688292986487,-0.44083910557888556,-1.0786192957466632,-0.9264961134667794,-0.40456956712640474,0
1.362,-0.822286616225707,-0.9324319623113523,-1.532479927428778,0.40546652470734906,-0.16317744727730232,-1.2569351455017994,0.1482376888261062,0.2112076994288816,0
1.4220000000000002,-0.8255246858753681,-1.230108538777457,-1.2223728811277252,0.358350885870314,-0.5121982308641762,-1.0937462467761594,0.6602114702367421,0.33284825174097615,0
1.482,-0.9824168923008211,-1.3973435451503582,-0.5850007886189149,-0.390588064050134,-1.1010650057446474,-0.5427482702685588,0.19513162467018183,-0.19429669418684345,0
1.542,-0.5321456462511948,-1.3899929733058707,-0.38421541133046144,-0.8637455653796291,-1.1715770864827662,-0.03300440858044646,-0.39879763103342936,-0.6561274484329785,0
1.6019999999999999,0.8251971741445093,-0.8980862913585418,-0.39622218633012896,-0.8777412526853209,-0.792652809859558,0.3157747027193126,-0.18661737544733256,-0.29242777203668413,0
1.662,1.9590765683739466,0.26078237953433764,0.6649275102069235,0.3181183900248225,-0.04492860894381676,0.9530066173090835,0.7976727118438912,0.1744168392051306,0
1.722,1.7584692508401547,1.2236183506347367,2.020645151236438,2.463535349788707,1.0522130602780435,1.612727996507824,1.329226031447112,0.09769459948977378,1
1.782,1.2568344892546088,1.272015870883285,2.3850373335086084,3.8400959290573913,2.739199030300951,1.7020603172556559,1.0477638694283842,-0.09795607391544285,1
1.842,1.0675053719696088,0.5613496425740383,1.6210756293007984,3.2647243004802697,3.3061186706395316,0.9120718182734358,0.48968548543700235,-0.14922923071962846,1
1.9020000000000001,1.0600813911056781,0.7822987913312621,1.035473378110403,1.1629746016824865,2.051706075138266,0.12499840259329402,-0.33844182209831414,-0.12319091880436395,1
1.962,2.324959747623104,2.8958639334123357,1.84158455203167,0.2084667094195504,1.7088604276262263,1.0231878781929968,-1.0687102382500462,-0.0353688584457209,1
2.0220000000000002,2.787594761675134,3.1834257677245525,1.881562337887524,1.0121650136331402,2.171683890871492,2.038156307015455,-1.1745487922868105,0.020895862381931946,1
2.082,1.1671092140718238,1.0868145931992275,1.035857010640364,1.6537846854770184,1.7929002087943429,1.4156698188277328,-0.7187434305421722,-0.2681897610827763,1
2.1420000000000003,0.12772702903733715,0.013250729532645394,0.8930205693749717,1.7144400876449166,1.6046186421649529,0.46634342350131125,0.7274965228289553,-0.4491123897794746,0
2.202,0.24022567370193912,-0.17655379759270654,0.7703312298651817,1.5782412922462727,1.7783374588360334,-0.11809002858898258,2.472046900980429,-0.579969267389686,0
2.262,0.9312787544118332,0.1003124584465142,0.5935796437259298,1.3448758847029862,1.3332626323644103,0.07169157669956384,2.865176029394538,-0.5432294153031453,0
2.322,1.4413012535629808,0.4349840338512967,0.5271500395711657,0.9551789251523871,0.950291972706629,1.0089231308341928,2.26062932031074,1.1938567741035733,1
2.3819999999999997,0.7608986720688841,-0.3552387435870133,-0.11456067718808344,0.14153634121989392,0.6819819150726665,1.0933428304616026,1.4788526359218699,2.903863018527239,0
2.442,0.1898904985814577,-0.19037111371734197,-0.28254914211701115,0.06536908592355806,0.7669856003522334,0.7487324417149144,0.6556055226488456,1.8655499794465162,0
2.502,0.4281168640841438,1.5103677797490824,0.9071588921411055,1.0050647332772156,1.7588958205300884,1.9512419807010435,1.5911215667634504,1.0720333356182883,1
2.5620000000000003,0.7150539161033928,2.265683026644988,2.2957306272162,2.1111658768414325,3.065888783364351,4.770421230330329,4.132071069525958,2.6019584332761316,1
2.622,0.7924618302756125,1.6767107032051032,1.807017486997995,2.104908902571904,2.702475058494658,7.08733749121929,4.948798846260675,4.3949589945190475,1
2.682,1.777770583608941,1.5267285689082388,0.27798554731784636,1.1971236831351313,1.3479533259233152,8.615123769219744,4.50632823760168,5.926811263022928,1
2.742,3.2057462652059634,2.29396222340996,0.26304679924184343,1.2475833724161085,1.711948155073349,8.529305527437048,3.495939260247242,6.542259822323345,1
2.802,2.6151681585355253,2.6332600072410868,1.4196490799098374,2.2317379603389296,2.3213164902655667,5.397330718134024,2.5558307209113464,5.002998871392437,1
2.862,1.78138851567909,1.8960488322160742,1.6615762537930368,2.505282073913205,2.504811809267291,3.4828411423946277,2.985169282138417,3.7942843691122548,1
2.9219999999999997,1.7000948800977251,0.6975837796069214,0.8796703682641803,1.6729417965648683,2.755232648604754,4.598681150706262,4.439690615861575,3.750579895973452,1
2.982,1.9052864342592706,0.6555118340244109,1.1549117606609725,1.5553712585333843,3.857559297428073,7.701701107130696,5.752767764495133,3.590161669709786,1
3.042,2.569938547436299,2.046849080062414,2.4936144272214573,2.283178034001743,6.841628740635277,13.421937736970358,5.366258016907557,3.575874082260073,1
3.1020000000000003,2.0713289078772945,2.3561901979809745,2.7886948435105503,1.9725948472134187,7.327153528704051,15.592635279081554,5.0009843625837105,3.136669342292745,1
3.162,1.9241812205443722,2.761795082151077,2.423664204833539,1.9715100961429537,5.53619966587129,11.845851224736188,5.176571625482784,3.6468451848662107,1
3.222,3.817827058649723,4.521777042867174,3.216394929502614,3.8880306801836486,5.838985330307701,9.36506386772539,4.9218564638590285,5.685283019135972,1
3.282,5.361785966042873,6.062379845919115,5.506739817262338,5.82508683372708,7.1678683001673855,8.774827071369401,4.741440424709546,7.280028497317549,1
3.3419999999999996,6.16633833887396,7.8895546103240735,8.661929864536026,7.361559555410075,8.587745008644378,9.319637519498952,5.9004546512757905,8.838005303622811,1
