channel,mean,std,median,mad
emg1,1.5977021874055153,1.2338975960042213,1.1402025040187116,0.4579356686682476
emg2,1.4495667028850396,0.9840120468704667,1.0431526936744715,0.47715295547708947
emg3,1.3839778425074833,0.9389525290087276,1.0814140139939523,0.5277246666263498
emg4,1.3827914315209202,1.0505930703543822,1.0285452166023195,0.42194211551544836
emg5,1.9491694401574524,1.8614410166130184,1.2020934433444341,0.648483621084923
emg6,2.741687351163333,2.874016312948988,1.4256593479613182,0.8224002195825617
emg7,2.155055842250871,2.3180532715940974,1.2576175338029878,0.6030564494547263
emg8,1.6001686439389737,1.4279086477847642,0.9760832575795175,0.4549830766516766
