pulse_index,start_time,end_time,duration,peak_time,peak_value,tr1_rise_time,tr2_fall_time,auc
0,1.1465,1.5465,0.3999999999999999,1.1465,0.5,,,0.18749999999999994
1,1.8465,2.3465,0.4999999999999998,1.9465,0.875,0.09999999999999987,,0.2312499999999999
2,4.8465,5.3465,0.5,4.8465,0.625,,,0.24375000000000008
3,5.9465,6.3465,0.39999999999999947,6.1465,0.875,0.1999999999999993,0.09999999999999964,0.21874999999999983
4,8.1465,9.1465,1.0,8.246500000000001,1.0,0.10000000000000142,,0.7125000000000001
5,9.4465,10.0465,0.5999999999999996,9.5465,1.0,0.09999999999999964,,0.49999999999999956
