Time,Fused_z,Active_binary
47.0,0.5659921362795324,0
57.0,0.5896225693847627,0
67.0,0.6104969351639908,0
77.0,0.628480875379412,0
87.0,0.6436948518651193,0
97.0,0.6564707325761449,0
107.0,0.6672633090743828,0
117.0,0.6765312236497508,0
127.0,0.6846188863187109,0
137.0,0.6916834155666512,0
147.0,0.6977005685751517,0
157.0,0.70254925568778,0
167.0,0.7061339836558415,0
177.0,0.7084842702855888,0
187.0,0.7097829878047835,0
197.0,0.7103143306693303,0
207.0,0.7103650834959363,0
217.0,0.7075208970879772,0
227.0,0.7003043093171177,0
237.0,0.6878136534856123,0
247.0,0.6699271282193682,0
257.0,0.6472988011577747,0
267.0,0.6211603414848075,0
277.0,0.5929776773247102,0
287.0,0.5640580739736304,0
297.0,0.5352422586810128,0
307.0,0.5067883692306083,0
317.0,0.47945730968343725,0
327.0,0.4627470162974352,0
337.0,0.4437025824466579,0
347.0,0.42198485316080064,0
357.0,0.39811145588971925,0
367.0,0.37917146630054777,0
377.0,0.3629354216948222,0
387.0,0.34782598674328224,0
397.0,0.33424826039716604,0
407.0,0.3221062497127948,0
417.0,0.3150194680933432,0
427.0,0.30725478882544277,0
437.0,0.3008412432589995,0
447.0,0.29324636038679297,0
457.0,0.28436041288681035,0
467.0,0.2746339351376664,0
477.0,0.2649414704008405,0
487.0,0.2563127054226658,0
497.0,0.24959992139962572,0
507.0,0.24522760453932468,0
517.0,0.24315822213969118,0
527.0,0.24302501265667098,0
537.0,0.24425843565809308,0
547.0,0.24613995622031476,0
557.0,0.2478467086463351,0
567.0,0.24853263735874334,0
577.0,0.24851322788051183,0
587.0,0.2514360042451829,0
597.0,0.25312766477883797,0
607.0,0.25337051559621293,0
617.0,0.25226259357179226,0
627.0,0.25019446529212197,0
637.0,0.24768118731511685,0
647.0,0.2451091223225934,0
657.0,0.24543743592161701,0
667.0,0.2479571077923159,0
677.0,0.24792633907295586,0
687.0,0.2444922217155227,0
697.0,0.2400435074718396,0
707.0,0.23851002112628739,0
717.0,0.23947896578233496,0
727.0,0.24154940931011684,0
737.0,0.2414811928773605,0
747.0,0.24041817911165583,0
757.0,0.23937373910062032,0
767.0,0.23890105715415788,0
777.0,0.23896522560022765,0
787.0,0.23907427740299902,0
797.0,0.23859839166342006,0
807.0,0.23712029096686105,0
817.0,0.23466162779730776,0
827.0,0.23168978636901116,0
837.0,0.22889101569898102,0
847.0,0.22680251538567897,0
857.0,0.22550457639719446,0
867.0,0.2245691505905839,0
877.0,0.22328793031415173,0
887.0,0.22102126479324563,0
897.0,0.21747387726251632,0
907.0,0.21277062886976778,0
917.0,0.20729137900335187,0
927.0,0.20194833918596994,0
937.0,0.19735539785602746,0
947.0,0.19223295016991,0
957.0,0.18756596745804907,0
967.0,0.18067244306029467,0
977.0,0.1718988452857408,0
987.0,0.16227761847738642,0
997.0,0.16054088864665858,0
1007.0,0.163357151753606,0
1017.0,0.16770934724277586,0
1027.0,0.17284757641459925,0
1037.0,0.17804666591317808,0
1047.0,0.18695062612312435,0
1057.0,0.19544435993892037,0
1067.0,0.20116056260150672,0
1077.0,0.20391879865550627,0
1087.0,0.21274772503963701,0
1097.0,0.22223751701658764,0
1107.0,0.2316819934737231,0
1117.0,0.24187886418067492,0
1127.0,0.24992963608569194,0
1137.0,0.2547972771404078,0
1147.0,0.25625887724782537,0
1157.0,0.2562169899317791,0
1167.0,0.25644817451771423,0
1177.0,0.256011406486085,0
1187.0,0.2560356471806553,0
1197.0,0.25793380031512675,0
1207.0,0.2644756282731532,0
1217.0,0.2718279010730254,0
1227.0,0.278484033324347,0
1237.0,0.28327535688006467,0
1247.0,0.28562095305411994,0
1257.0,0.28554885175634204,0
1267.0,0.2835308170792823,0
1277.0,0.2822908337574142,0
1287.0,0.280946619611554,0
1297.0,0.27714337034623426,0
1307.0,0.27132797740727643,0
1317.0,0.26416550517525994,0
1327.0,0.25643852277195933,0
1337.0,0.24886053346023362,0
1347.0,0.250378106770096,0
1357.0,0.25224585570633057,0
1367.0,0.2535971655612287,0
1377.0,0.25646134554497346,0
1387.0,0.2584490426357453,0
1397.0,0.2590917403924128,0
1407.0,0.2590195326764395,0
1417.0,0.25926869656301965,0
1427.0,0.26088520375153496,0
1437.0,0.2644021028459138,0
1447.0,0.2694902202124021,0
1457.0,0.27510992966723047,0
1467.0,0.2800546832665619,0
1477.0,0.28344526109082835,0
1487.0,0.28492346798247137,0
1497.0,0.28460032916139,0
1507.0,0.28291535234062903,0
1517.0,0.280507858597337,0
1527.0,0.27810849703368906,0
1537.0,0.2764184500828235,0
1547.0,0.2759842671456144,0
1557.0,0.2771185462160972,0
1567.0,0.27987449898803546,0
1577.0,0.2840229849521429,0
1587.0,0.29237609929394487,0
1597.0,0.29957681229103283,0
1607.0,0.30419433612740476,0
1617.0,0.30566886017558914,0
1627.0,0.30415769139990123,0
1637.0,0.30063207943153514,0
1647.0,0.2966470368070616,0
1657.0,0.29385181515048026,0
1667.0,0.2934920715646573,0
1677.0,0.296109358306178,0
1687.0,0.3040067660106197,0
1697.0,0.3129719526962773,0
1707.0,0.3221147859166744,0
1717.0,0.33906121415000057,0
1727.0,0.35381214923073856,0
1737.0,0.3653199702327323,0
1747.0,0.37323438790548014,0
1757.0,0.37779307633427306,0
1767.0,0.3796394590138146,0
1777.0,0.3796102161869025,0
1787.0,0.378528868308223,0
1797.0,0.3770409326283696,0
1807.0,0.37551848212519323,0
1817.0,0.3740420811477487,0
1827.0,0.37244373513245277,0
1837.0,0.3744719405779648,0
1847.0,0.37829233932738393,0
1857.0,0.38029901767320784,0
1867.0,0.38009871130585715,0
1877.0,0.3775964843074334,0
1887.0,0.3731503741704463,0
1897.0,0.3676412526195779,0
1907.0,0.3623802826501027,0
1917.0,0.3588258577141925,0
1927.0,0.35815732914571613,0
1937.0,0.3608424936795649,0
1947.0,0.3664107946866734,0
1957.0,0.373590646814155,0
1967.0,0.38074372743400065,0
1977.0,0.38634546794245817,0
1987.0,0.38930428695673064,0
1997.0,0.3890778685466539,0
2007.0,0.38565800470886213,0
2017.0,0.37951034837644326,0
2027.0,0.3715098986692854,0
2037.0,0.3684234601505605,0
2047.0,0.3709801350647317,0
2057.0,0.3725414811392374,0
2067.0,0.37287511059318,0
2077.0,0.3716815529447217,0
2087.0,0.3686541804688247,0
2097.0,0.3636328970550417,0
2107.0,0.3567735649665109,0
2117.0,0.34861537931577796,0
2127.0,0.3435560225925525,0
2137.0,0.33841713297271214,0
2147.0,0.3343680310466727,0
2157.0,0.3326932466724604,0
2167.0,0.33115138670974736,0
2177.0,0.3296519554917111,0
2187.0,0.3282593760698317,0
2197.0,0.3271240838200734,0
2207.0,0.3262697055275662,0
2217.0,0.3253960990049102,0
2227.0,0.32384311487393747,0
2237.0,0.3207345757422687,0
2247.0,0.31520940873669845,0
2257.0,0.307935707380085,0
2267.0,0.3007268135325947,0
2277.0,0.2900347926743384,0
2287.0,0.2763949179941148,0
2297.0,0.2608110681382521,0
2307.0,0.24470126709243192,0
2317.0,0.22978912342043095,0
2327.0,0.2177775908733941,0
2337.0,0.20975983869439724,0
2347.0,0.20579331356736014,0
2357.0,0.20512945175284714,0
2367.0,0.2067379227001645,0
2377.0,0.2101489766768398,0
2387.0,0.2143746632967548,0
2397.0,0.21735289426596438,0
2407.0,0.218774728750335,0
2417.0,0.2187950106094037,0
2427.0,0.21783088077898177,0
2437.0,0.2163071405507576,0
2447.0,0.21450558697089656,0
2457.0,0.21258169400394775,0
2467.0,0.21066459419586558,0
2477.0,0.2089095509818115,0
2487.0,0.20746045916072814,0
2497.0,0.2063786927660053,0
2507.0,0.20561135857237356,0
2517.0,0.20502295470634724,0
2527.0,0.2044634298280366,0
2537.0,0.20383184462045223,0
2547.0,0.20310826080743882,0
2557.0,0.20415909963078516,0
2567.0,0.2067162948730761,0
2577.0,0.20904564610245996,0
2587.0,0.21081471968153237,0
2597.0,0.21158193183113597,0
2607.0,0.2108890000547271,0
2617.0,0.2083696470854027,0
2627.0,0.20381880286257317,0
2637.0,0.19721803894679274,0
2647.0,0.18875145247031513,0
2657.0,0.17883830370038994,0
2667.0,0.16816028424273594,0
2677.0,0.15887604663901225,0
2687.0,0.15402031573741606,0
2697.0,0.15000346025107197,0
2707.0,0.1467335939624041,0
2717.0,0.14374771507857892,0
2727.0,0.14049332741242893,0
2737.0,0.1366302184698341,0
2747.0,0.13219725105824465,0
2757.0,0.12762025262931875,0
2767.0,0.12357938909335683,0
2777.0,0.12076144333579204,0
2787.0,0.11957194730408241,0
2797.0,0.12260331626365292,0
2807.0,0.12878743836279785,0
2817.0,0.13493289409586212,0
2827.0,0.1401491969358312,0
2837.0,0.14433201463035877,0
2847.0,0.15164968038299537,0
2857.0,0.15766529213498334,0
2867.0,0.16236365227587157,0
2877.0,0.1659020304012251,0
2887.0,0.16852440701141863,0
2897.0,0.17049250646398953,0
2907.0,0.17204561880022964,0
2917.0,0.17337363840045641,0
2927.0,0.17998557042154822,0
2937.0,0.18824724345767987,0
2947.0,0.19454820957229335,0
2957.0,0.198724818867934,0
2967.0,0.20079971394130772,0
2977.0,0.20091023255772314,0
2987.0,0.1993178408690826,0
2997.0,0.19648138234347037,0
3007.0,0.19309981489678052,0
3017.0,0.190015627759078,0
3027.0,0.18795122619538285,0
3037.0,0.18717985566352344,0
3047.0,0.18734105184346397,0
