start_time,end_time,center_time,RMS_log1p,TKEO_log1p,WL_log1p,cluster,is_active_cluster
47.0,237.0,142.0,0.28620752143878275,0.001794770796423244,0.18917167351933742,0,0
147.0,337.0,242.0,0.2932494179535937,0.0018433755883590747,0.17353670177145053,0,0
247.0,437.0,342.0,0.2852420480011684,0.0015035484552209,0.1253723478667681,0,0
347.0,537.0,442.0,0.2559966599621588,0.001042703645644642,0.1781376247509987,0,0
447.0,637.0,542.0,0.18426364117642727,0.0006223798664996311,0.2217689930759813,0,0
547.0,737.0,642.0,0.09770368041674062,0.000351154975180065,0.1745206314637114,0,0
647.0,837.0,742.0,0.21593771216386057,0.0020621742034297027,0.310064203648193,0,0
747.0,937.0,842.0,0.3378244223718977,0.002944015194120871,0.2959157862374521,0,0
847.0,1037.0,942.0,0.3429245627934415,0.002619120197622064,0.2724935661251869,0,0
947.0,1137.0,1042.0,0.2752254297991154,0.0013219079265234853,0.2631403161058148,0,0
1047.0,1237.0,1142.0,0.25634360974718834,0.001089219119552762,0.15209705078881952,0,0
1147.0,1337.0,1242.0,0.2759908328779758,0.0024430146285915606,0.3389569715387216,0,0
1247.0,1437.0,1342.0,0.33738657979923486,0.002131587604332784,0.332654200319547,0,0
1347.0,1537.0,1442.0,0.35624871295975535,0.001954707053289748,0.23764562928477714,0,0
1447.0,1637.0,1542.0,0.3794932477190573,0.0066097282108570354,0.5437807838643258,0,0
1547.0,1737.0,1642.0,0.5898147972922787,0.010941117506946648,0.6689350249111948,1,1
1647.0,1837.0,1742.0,0.8145294223168407,0.02505686785879257,0.6476200925238315,1,1
1747.0,1937.0,1842.0,0.8760309896408147,0.026749228257281533,0.5538372681327228,1,1
1847.0,2037.0,1942.0,0.829017433720496,0.013717102509418887,0.4400702433865166,1,1
1947.0,2137.0,2042.0,0.7818101411819198,0.007457476394834638,0.4134953267914048,1,1
2047.0,2237.0,2142.0,0.7113406044892218,0.005090159175616602,0.4504346691781505,0,0
2147.0,2337.0,2242.0,0.6950601688770736,0.00410486211095962,0.23941502258942485,0,0
2247.0,2437.0,2342.0,0.7013461630547977,0.00995901543543009,0.33801452238367735,0,0
2347.0,2537.0,2442.0,0.7236381517936594,0.02088305677090217,0.7489890008879464,1,1
2447.0,2637.0,2542.0,0.8925588413854924,0.023821971867786538,0.7641781546664972,1,1
2547.0,2737.0,2642.0,1.0599458761540683,0.03244989194990575,0.6753292909402594,1,1
2647.0,2837.0,2742.0,1.108499094002737,0.02930699582719077,0.5301300558138496,1,1
2747.0,2937.0,2842.0,1.0524655783190782,0.02958572113830918,0.6138759032639106,1,1
2847.0,3037.0,2942.0,1.1245232726268244,0.05520276589909915,0.9472710365935728,1,1
2947.0,3137.0,3042.0,1.2650147861181884,0.07893300013313932,0.9883725778951526,1,1
3047.0,3237.0,3142.0,1.295469266811461,0.10484992444915875,0.951754997795603,1,1
3147.0,3337.0,3242.0,1.398846697529298,0.18622301719058237,1.271821883084835,1,1
3247.0,3437.0,3342.0,1.4840633415967994,0.15605234175277816,1.113185314427138,1,1
3347.0,3537.0,3442.0,1.3113891763925567,0.16943545507548194,1.4385135367794195,1,1
3447.0,3637.0,3542.0,0.8297723037740471,0.11354465260989036,1.4068116296485507,1,1
3547.0,3737.0,3642.0,0.23636889171090028,0.002101260081251646,0.36859502183006554,0,0
3647.0,3837.0,3742.0,0.28618747681863016,0.0015185927302491678,0.26381371900271433,0,0
3747.0,3937.0,3842.0,0.3407833907581775,0.0017171153383984587,0.17114051561806892,0,0
3847.0,4037.0,3942.0,0.31759599742036004,0.0020755411860228536,0.168998727019814,0,0
3947.0,4137.0,4042.0,0.26720447853779533,0.0013928138407892385,0.20282035473385673,0,0
4047.0,4237.0,4142.0,0.22593009239182885,0.0011763066141130003,0.23446872800686575,0,0
4147.0,4337.0,4242.0,0.2892983370019395,0.0020106774196775,0.3925832848292424,0,0
4247.0,4437.0,4342.0,0.45234265004995483,0.005170315055695213,0.46495963696301834,0,0
4347.0,4537.0,4442.0,0.6063772946083655,0.011100725598758255,0.4253006208146601,0,0
4447.0,4637.0,4542.0,0.7015353010589117,0.007922939636498106,0.4161485908360321,0,0
4547.0,4737.0,4642.0,0.7013975090248985,0.009726630666495246,0.478473838419352,0,0
4647.0,4837.0,4742.0,0.7302219938918127,0.016436792826269343,0.6863941443973289,1,1
4747.0,4937.0,4842.0,0.7662403883497844,0.014325137648504162,0.4457283820341532,1,1
4847.0,5037.0,4942.0,0.7054727916003698,0.021480523541697223,0.8022749118030026,1,1
4947.0,5137.0,5042.0,0.9323461942652606,0.07081728165762198,1.212712938736971,1,1
5047.0,5237.0,5142.0,1.1804185084927508,0.06950763282098622,0.969056433211985,1,1
5147.0,5337.0,5242.0,1.1730755409775617,0.06680653849533784,1.0235557155335164,1,1
5247.0,5437.0,5342.0,1.200389003374654,0.1288205443764723,1.380819831712451,1,1
5347.0,5537.0,5442.0,1.3115260540607823,0.09550699984544739,0.8570531368814922,1,1
5447.0,5637.0,5542.0,1.1357274268982434,0.09706041791022417,1.2083344777347804,1,1
5547.0,5737.0,5642.0,0.6276542782249775,0.030107599975526297,1.1219489006025964,1,1
5647.0,5837.0,5742.0,0.3754885552968857,0.0026216201789290667,0.26801917242537354,0,0
5747.0,5937.0,5842.0,0.3501247514860053,0.0028187772019075035,0.26564146923896825,0,0
5847.0,6037.0,5942.0,0.2490146574634702,0.0018039331005166859,0.3090813058286913,0,0
5947.0,6137.0,6042.0,0.12165637483157843,0.0006558626842131143,0.24589783858298664,0,0
6047.0,6237.0,6142.0,0.11685183717992341,0.0006112703895673295,0.31233010986658866,0,0
6147.0,6337.0,6242.0,0.22898640123741193,0.0012089981292837096,0.25505418308045896,0,0
6247.0,6437.0,6342.0,0.2554413106002871,0.0012635754022900247,0.2582019750209768,0,0
6347.0,6537.0,6442.0,0.33237903709652994,0.004237311242622768,0.5530080037543467,0,0
6447.0,6637.0,6542.0,0.4822990398720892,0.004964913887619673,0.47590239881950386,0,0
6547.0,6737.0,6642.0,0.4926814142166293,0.0031650459594587113,0.3411976396888672,0,0
6647.0,6837.0,6742.0,0.4565793586029815,0.005234107489023468,0.5515126762379817,0,0
6747.0,6937.0,6842.0,0.5003703665365721,0.004794400825763728,0.3707894291556377,0,0
6847.0,7037.0,6942.0,0.5085789822129045,0.002655207341321296,0.26514649985988037,0,0
6947.0,7137.0,7042.0,0.5313198894724714,0.00440772029041518,0.30722949138974154,0,0
7047.0,7237.0,7142.0,0.5679851360486923,0.004352916369775228,0.2627914999548312,0,0
7147.0,7337.0,7242.0,0.6394808275968196,0.007238888416256924,0.6102178428150816,1,1
7247.0,7437.0,7342.0,0.8100841561923652,0.017423015292041686,0.6805986333560744,1,1
7347.0,7537.0,7442.0,0.9401493495166627,0.01791475762847051,0.5804827039102658,1,1
7447.0,7637.0,7542.0,1.0119223865777676,0.028017275482856322,0.5594955327342254,1,1
7547.0,7737.0,7642.0,1.0068099191189348,0.03246900839406158,0.6644090127180834,1,1
7647.0,7837.0,7742.0,0.8622895927376181,0.027775172855341788,0.6140671735260429,1,1
7747.0,7937.0,7842.0,0.6483889276809416,0.010324624615983477,0.48288339841397565,0,0
7847.0,8037.0,7942.0,0.47377249764926466,0.006910586426393439,0.5109565919061397,0,0
7947.0,8137.0,8042.0,0.284586126129054,0.0011032802511657962,0.22900562253672785,0,0
8047.0,8237.0,8142.0,0.20394154618086038,0.0011729520639301512,0.17605094632552304,0,0
8147.0,8337.0,8242.0,0.1884485120953526,0.0010398765420878968,0.18834362637779578,0,0
8247.0,8437.0,8342.0,0.2315670898692315,0.0011736960809304226,0.19841575339440312,0,0
8347.0,8537.0,8442.0,0.27337764689818195,0.0016834785256943155,0.17321065921937195,0,0
8447.0,8637.0,8542.0,0.2676398791221967,0.0011882103501613696,0.16734782940632756,0,0
8547.0,8737.0,8642.0,0.2708241952887411,0.001106395666705585,0.19972897683208996,0,0
8647.0,8837.0,8742.0,0.3378578287452815,0.0023617068152812226,0.25700007440691575,0,0
8747.0,8937.0,8842.0,0.39994403409034923,0.003505838464741424,0.230006895683977,0,0
