Time,Fused_z,Active_binary
47.0,0.43894627985619306,0
57.0,0.5027199553770523,0
67.0,0.5590334753879025,0
77.0,0.6046404828944186,0
87.0,0.6425127139835513,0
97.0,0.669921827242007,0
107.0,0.6863812363534609,0
117.0,0.6945183843652496,0
127.0,0.6974480829086661,0
137.0,0.6980083634542038,0
147.0,0.6982163721571014,0
157.0,0.6991055006820905,0
167.0,0.7009195723029716,0
177.0,0.7034775785546893,0
187.0,0.7064975132992581,0
197.0,0.7097650283268142,0
207.0,0.7131528598694487,0
217.0,0.7159575989338027,0
227.0,0.7179800772689788,0
237.0,0.7191880208534729,0
247.0,0.71977465994899,0
257.0,0.7201393373316605,0
267.0,0.7207345120003157,0
277.0,0.7217765558366268,0
287.0,0.7228985014469888,0
297.0,0.7228898572395648,0
307.0,0.719670610071591,0
317.0,0.7105697614179671,0
327.0,0.6928667266377526,0
337.0,0.6644677093596781,0
347.0,0.6257067639495072,0
357.0,0.5892986096312698,0
367.0,0.5535879044759939,0
377.0,0.5318704659381762,0
387.0,0.5247907691043502,0
397.0,0.523525600592666,0
407.0,0.5214605874579914,0
417.0,0.5168291112291528,0
427.0,0.5084123651121282,0
437.0,0.50994302115279,0
447.0,0.5161760394870512,0
457.0,0.5209943713423008,0
467.0,0.5236400344286811,0
477.0,0.524350579457086,0
487.0,0.524811186938736,0
497.0,0.5281151213655955,0
507.0,0.5377784906380351,0
517.0,0.5561019893420326,0
527.0,0.5829416294976084,0
537.0,0.6155652744087304,0
547.0,0.6494401438701514,0
557.0,0.6795844078403335,0
567.0,0.7020058359982188,0
577.0,0.7147031759915482,0
587.0,0.7179904097658089,0
597.0,0.7141853277430111,0
607.0,0.7119620684795112,0
617.0,0.7099399142303034,0
627.0,0.70875743955466,0
637.0,0.7090765270158413,0
647.0,0.7103402226832743,0
657.0,0.7114692759575783,0
667.0,0.7115786594654592,0
677.0,0.7103992256821874,0
687.0,0.7082834643033674,0
697.0,0.705840467999604,0
707.0,0.7034165840358799,0
717.0,0.7007590886613251,0
727.0,0.6971171599541359,0
737.0,0.6917397267437453,0
747.0,0.6854412259610605,0
757.0,0.6845686177641818,0
767.0,0.6828180842216727,0
777.0,0.6807892918736774,0
787.0,0.6789992853233454,0
797.0,0.676851857118535,0
807.0,0.6722536224158843,0
817.0,0.6621823385818013,0
827.0,0.6463172164147786,0
837.0,0.625429951824273,0
847.0,0.5959335681445753,0
857.0,0.561022832242094,0
