pulse_index,start_time,end_time,duration,peak_time,peak_value,tr1_rise_time,tr2_fall_time,auc
0,1.962,2.1420000000000003,0.18000000000000038,1.962,0.625,,,0.10125000000000015
1,2.502,3.5220000000000002,1.0200000000000005,2.802,1.0,0.30000000000000027,0.6000000000000005,0.92625
2,5.082,5.561999999999999,0.47999999999999954,5.1419999999999995,1.0,0.05999999999999961,,0.40875000000000006
3,7.362,7.8420000000000005,0.4800000000000004,7.362,1.0,,,0.3600000000000002
4,9.161999999999999,10.362,1.200000000000001,9.582,1.0,0.4200000000000017,,0.9787500000000007
5,11.501999999999999,12.522,1.0200000000000014,11.862,1.0,0.3600000000000012,,0.8250000000000007
6,13.542,14.501999999999999,0.9599999999999991,13.542,1.0,,,0.7837499999999996
