pulse_index,start_time,end_time,duration,peak_time,peak_value,tr1_rise_time,tr2_fall_time,auc
0,2.0625,2.4625,0.3999999999999999,2.1625,0.875,0.10000000000000009,,0.2937499999999999
1,3.6625,5.3625,1.6999999999999997,3.9625000000000004,1.0,0.30000000000000027,,1.11875
2,7.0625,8.7625,1.6999999999999993,8.2625,1.0,1.1999999999999993,,1.1499999999999992
