pulse_index,start_time,end_time,duration,peak_time,peak_value,tr1_rise_time,tr2_fall_time,auc
0,2.5465,3.5465,1.0,3.0465,1.0,0.5,,0.8437499999999999
1,5.0465,5.6465,0.5999999999999996,5.4465,1.0,0.40000000000000036,0.09999999999999964,0.4249999999999999
2,7.3465,7.8465,0.5,7.4465,0.625,0.10000000000000053,,0.275
3,9.1465,10.4465,1.3000000000000007,9.6465,1.0,0.5,0.40000000000000036,0.9437500000000001
4,11.5465,12.5465,1.0,12.346499999999999,1.0,0.7999999999999989,,0.6375000000000002
5,13.5465,14.5465,1.0,14.0465,1.0,0.5,,0.7374999999999999
