t_center,rms_emg1,rms_emg2,rms_emg3,rms_emg4,rms_emg5,rms_emg6,rms_emg7,rms_emg8,mean_z_emg1,mean_z_emg2,mean_z_emg3,mean_z_emg4,mean_z_emg5,mean_z_emg6,mean_z_emg7,mean_z_emg8,channel_count,frac_active,global_active
0.1465,0.8483191679116583,0.7498221243109984,0.5232317048247485,1.216933076557345,0.45516353797122744,0.7886878183397941,1.1531479290862952,1.2241522637857942,-0.23187499653302202,-0.3116198576179908,-0.7813300067317157,0.3313422508490047,-0.6725747805211949,-0.46851563846060446,-0.29400705370948443,-0.2089648204813492,0,0.0,0
0.2465,1.3895632774384103,0.6157106634835694,0.7195407022629592,0.8298016597942506,0.5446712923922209,1.0358331240595786,1.0059664840211844,1.5858548141006361,0.5160969574674098,-0.5734518420958475,-0.4482617009477828,-0.25150565786658463,-0.5667741647907344,-0.17107623140163838,-0.3820308026920168,0.3651400241872485,0,0.0,0
0.34650000000000003,1.3171894662362447,0.6489564173993181,1.0519065087942112,1.1172713380003716,0.5748586489631551,0.9593031428582839,1.3279249209460042,1.4597275460801198,0.35261953173594174,-0.4503858470785987,0.29530326894012615,0.15040287309172273,-0.5344001732260797,-0.3134327774138015,-0.012108299723942745,0.19751789087666197,0,0.0,0
0.4465,0.9691099080017539,0.6812214608461699,0.9352368117909476,1.0948289341207404,0.3773045557118394,0.47880970131591155,1.4261189224921649,1.2795545176000738,0.05667078790041203,-0.43476240033908925,-0.04974000016387853,0.18777253009972472,-0.8326146404101955,-0.8213549963651766,0.12103065816415957,0.048420740562782304,0,0.0,0
0.5465,1.0035668425383721,0.559798155006647,0.5932588715063778,0.5906057290373354,0.4040996599205511,0.8319554143428514,0.9606421266181022,0.9609185498641526,0.05226156070293687,-0.6761667233020836,-0.7160588427380574,-0.5450301653971938,-0.7886175171108342,-0.4885903091662713,-0.41973021413836087,-0.6860970323677956,0,0.0,0
0.6465000000000001,0.7822430868867896,0.4685486491990956,0.6841609772803652,0.4883258418843934,0.3849355605802439,0.8723894252291724,0.6306762537079108,0.5361198370470183,-0.40492960165259156,-0.8060639821165282,-0.5323969836147759,-0.8441470147004169,-0.8304195097138236,-0.42285715184655376,-0.7518529237588959,-1.1067428912081743,0,0.0,0
0.7464999999999999,0.6126103439422258,0.92260476034393,0.9917511185354901,0.7298316120487824,0.5844268684647345,0.9430369335210274,0.8226364436897842,0.7054893145979193,-0.6108293872777703,-0.3470503384185252,0.0461156624951739,-0.49526700262672496,-0.5480172764115836,-0.3538485889726452,-0.5216255523543523,-0.7401798452289647,0,0.0,0
0.8465,0.49237833725785085,1.3469832274526359,1.263977622856345,0.9297014392200036,0.6989922217893149,0.9645486117141295,1.3840544057889073,1.155948558741832,-0.7508881325861794,0.5198880994792607,0.573552303766365,-0.05411483289679367,-0.24295439592337253,-0.3421768753770855,0.08136279423965483,-0.31414342720013805,0,0.0,0
0.9465,0.519020744659847,1.3379275735675062,1.0108085217727178,0.8311999323295152,0.6124899783310851,0.5437885217182342,1.5325156901242092,1.3091984612709247,-0.7024227889090103,0.6074882282994242,-0.059329967931086545,-0.22016618346381858,-0.36113427083790517,-0.821532996646462,0.23450526056635876,-0.017393122103592132,0,0.0,0
1.0465,0.5640683178745342,1.1211875416302879,0.6241676873298196,0.5735481484106681,0.5434466920251636,0.8664278165795132,1.4759028597371333,0.8699737024875797,-0.6719236204432137,0.4113143780000378,-0.5872364706885643,-0.6861930760916952,-0.5189162801907813,-0.6053304986371172,0.10439977042234737,-0.6546479148170132,0,0.0,0
