t_center,z_mean_emg1,z_mean_emg2,z_mean_emg3,z_mean_emg4,z_mean_emg5,z_mean_emg6,z_mean_emg7,z_mean_emg8,avg,consensus
0.11699999999999999,-2.27225330280183,-1.9351456322412288,-2.3167480395572775,-2.1944128832223133,-1.4673443174662237,-0.5889333766337445,-2.684640200133313,-2.089942537091568,0.0,0
0.177,-2.0886816093053095,-1.6692412568745005,-1.59602308396094,-1.0111656268860705,0.4162137114263595,1.6284822080270562,-0.6346049040529996,-1.4614773960156817,0.0,0
0.237,-1.7146541541910254,-1.6699303652556206,-1.0416952958113772,-0.35943658350273083,1.3938389469462784,2.5946957398165975,0.19860474848515752,-1.203461442142525,0.0,0
0.297,-1.2747780962599096,-1.473155540242465,-0.5110732147355562,0.21935447599362676,1.5317745600388062,2.4008492225042635,0.3286826619300983,-0.8559848903719637,0.0,0
0.357,-1.2910237652513652,-1.2805742849093524,-0.5838336433612973,0.2704246425403583,1.0167396987473587,1.2368270559743826,-0.3873458617554857,-0.8260495824004116,0.0,0
0.417,-1.7821799275097694,-1.684185111132072,-1.5245866422205714,-0.749115162709023,0.1289431579507129,-0.39622615138524925,-2.1958340481282055,-1.5677624041971203,0.0,0
0.477,-1.701214368486826,-1.8535358552624863,-2.1227648975890143,-1.618226870297425,0.07543948051925457,-0.6202789840844453,-2.3866444868933354,-1.5200046364654642,0.0,0
0.5369999999999999,-0.9623203668028113,-1.6252710252577012,-2.1469613231888625,-1.9267992218275827,-0.13468346639094067,-0.1803583096701095,-1.5127761545277858,-0.7356099580330193,0.0,0
0.597,-0.8952068649390427,-1.7217584716752234,-1.9170798514620238,-1.794841800237595,-1.2241675422313225,-0.8617037009551253,-2.2023689293869655,-0.7531801081708744,0.0,0
0.657,-1.3447274278817194,-1.6625071111165568,-0.6981133722138533,-0.7232262994045979,-1.488051165770976,-1.4331189418855637,-3.1600630928957734,-1.3731292999764741,0.0,0
0.7170000000000001,-0.946443169236144,-0.6810377501254385,1.608233011863284,1.0800753023772616,-0.5305453101357925,-0.5973985113852244,-2.309821524037582,-1.3063542024404804,0.0,0
0.7769999999999999,-0.13047632102924833,0.35334548222345014,1.875177991390296,1.5136984360751784,-0.1917369796569975,0.1204196523417269,-0.7308472156679203,-0.1721554598490437,0.0,0
0.837,0.5043318818150176,0.4547975814287697,0.05201852932226636,0.7005538214114767,-0.430255503161824,0.30771765633200693,0.0727302587324449,0.9185086165688959,0.0,0
0.897,1.5433795702143964,0.5091457497322395,-0.053606706792523016,0.12449280285721535,-0.3115923800105026,0.2830071804764755,0.4309662413888482,1.212218769160873,0.0,0
0.9570000000000001,2.98132692099524,1.3976985357273308,1.7246113956781866,0.2631384793916941,0.11823199986987365,0.12796217499608287,1.5367815748726261,1.5626811046071396,0.0,0
1.017,2.9080174172103614,1.3869055388136056,2.155980426507651,1.061794061614888,1.041532711765108,0.2920539027738997,2.301489448307238,1.9854481040608751,0.0,0
1.077,1.4939208768225818,0.39031622729489585,0.5986003541401758,1.413143054646011,1.6188945500518115,0.5023054089536474,1.4198919099313987,1.9235664140774302,0.0,0
1.137,1.0377640871363558,0.6876748045684445,0.3576097564169754,1.3096777040073524,1.5195559679037343,0.8887814250551496,0.43658291731735993,1.7486932791631842,0.0,0
1.197,0.6505150203791135,1.2196145457428882,1.2455755700727809,0.9977376594802352,0.7394831976395739,0.76885869541319,-0.05653355106156346,1.3750894010655097,0.0,0
1.2570000000000001,-0.07218798542572437,0.6690538644484535,0.7510539418029332,0.15543137069671883,-0.2653874255058555,0.7684417808383072,0.31033812500398505,1.3152621642602356,0.0,0
1.3170000000000002,1.7118294714886992,1.6191716146408155,1.2231613804484824,-0.06456333951762082,0.6937874064110923,2.7672883654066216,3.3264463651219818,3.392635374363026,0.0,0
1.377,3.8115440713701934,3.325072477675935,2.8598006560836304,1.0432294403997313,3.4847341339081908,4.507196568745909,5.283262816826271,4.717853526052022,3.6290867113827354,1
1.4369999999999998,2.1884501913286036,1.8819970244046393,1.8006530499544915,1.463149349537389,4.4638916545251766,3.4955659483541948,2.4089764206832087,2.2824414821227577,0.0,0
1.4969999999999999,-0.15946096048780034,-0.41541325731377593,0.258531871491499,0.85358951809381,2.021777676505033,0.8462645727786261,-0.7222655023973309,-0.13146167447392176,0.0,0
1.557,-0.9844438875465796,-1.040632526758838,-0.05375567256116292,0.5824419845865699,-0.4144969470397701,-0.8062002523203393,-1.4755568986873258,-1.0022792664069327,0.0,0
1.617,-0.994212038076777,-1.240115726670693,-0.39215153902923,0.9942460684989495,-0.7365830025130785,-0.9634120167392671,-1.1774265214510484,-0.9358570431044823,0.0,0
1.677,-0.050253933657535055,-1.0391665732184623,-0.01790288503880949,1.4639706649787587,0.11012167444037906,-0.252631614409849,-0.1662596672837867,0.6449743109074562,0.0,0
1.737,0.9211769801112496,-0.5207160071438257,0.24887208594163668,1.328329184254856,1.4390511429904158,1.589098654104436,0.6443984904637924,1.8639864879859838,0.0,0
1.7970000000000002,0.7291649552648382,-0.2670515765001716,0.07064612572357488,0.8711606847291211,2.5272280339940445,2.5736203575219023,0.3388085721724061,1.22253869524999,0.0,0
1.857,0.0776849588929865,-0.0058895003244647205,0.9218286460995588,1.0315134116658762,2.751442032231875,1.8791220092161496,0.15405096309678423,0.5373001638240139,0.0,0
1.917,-0.01819137409770594,-0.085700930364631,2.2190664252610603,2.063509178368662,2.786351517353674,1.2753287739664718,0.3721843569588909,0.30847811502169115,0.0,0
1.9769999999999999,0.10616674359839207,-0.31268295138198343,2.1489901756766745,2.1324644275945115,1.9059250453058116,0.26322111237434337,0.28628533679260204,-0.45701649840952036,0.0,0
2.037,0.7520731540742615,0.5243440661173522,1.2964920046335329,0.6375747285424586,-0.2244494860588279,-1.0541807293774335,0.2632528306531021,-0.4988031555565684,0.0,0
2.097,1.717658576300112,1.6350294030881452,1.1537820357128743,0.07320243756162226,-0.988322290989264,-1.260060704226074,0.37373347707285337,0.37975885045619107,0.0,0
