channel,mean,std,median,mad
emg1,2.326031459117018,1.2427949690002995,2.0799520325576926,0.777995072391023
emg2,3.333756796736495,1.9240127884023206,3.0358998843082787,1.2183924749244408
emg3,4.146906747351658,2.313679876162075,3.6754894292137994,1.3301334498096724
emg4,7.2450559105208585,3.441680435568142,7.152154927886553,2.2711647981298464
emg5,11.740874919377907,5.51413122796491,11.19979818764325,3.6895242192830144
emg6,6.119246132490409,3.0574370530288077,5.687021043220829,2.1170684262536628
emg7,2.546724298525457,1.1764420431046325,2.480000264638563,0.5854905943712114
emg8,2.2155112439658784,1.1162850190090898,1.9286903386977778,0.7005156366093375
