sheet,channel,n_samples,baseline_median,baseline_mad,hi_thr,lo_thr,n_events,total_active_s,activity_ratio_pct
Pronasyon,emg1,2984,0.5599826525988932,0.10031604740067099,0.8609307948009062,0.7606147474002352,21,13.859999999999705,46.447721179624665
Pronasyon,emg2,2984,0.5373234840970159,0.18244456035952158,1.0846571651755808,0.902212604816059,16,14.329999999999695,48.02278820375335
Pronasyon,emg3,2984,0.6168395149858241,0.14302024781222022,1.0459002584224848,0.9028800106102646,14,20.169999999999572,67.59383378016086
Pronasyon,emg4,2984,0.6855710156769819,0.203863099470703,1.2971603140890908,1.093297214618388,18,14.459999999999692,48.45844504021448
Pronasyon,emg5,2984,0.6323551521107879,0.13173420479392167,1.0275577664925528,0.8958235616986312,19,20.399999999999565,68.36461126005362
Pronasyon,emg6,2984,0.5990590257758505,0.13105778354457184,0.992232376409566,0.8611745928649941,19,15.02999999999968,50.3686327077748
Pronasyon,emg7,2984,0.6325677914589647,0.16005823130737756,1.1127424853810974,0.9526842540737198,18,18.529999999999607,62.097855227882036
Pronasyon,emg8,2984,0.639031656435153,0.14062135082444008,1.0608957089084732,0.9202743580840331,17,13.839999999999705,46.38069705093834
