sheet,channel,n_samples,baseline_median,baseline_mad,hi_thr,lo_thr,n_events,total_active_s,activity_ratio_pct
El-Kapat,emg1,1884,8.505734836122777,2.823333543134233,16.975735465525474,14.152401922391242,5,0.49999999999998934,2.653927813163482
El-Kapat,emg2,1884,5.840149757934593,1.8772254827904977,11.471826206306087,9.594600723515589,10,2.299999999999951,12.208067940552016
El-Kapat,emg3,1884,7.2772034778554024,2.809479892916139,15.70564315660382,12.89616326368768,1,0.25999999999999446,1.3800424628450105
El-Kapat,emg4,1884,10.077951808905093,3.101268438161518,19.381757123389647,16.28048868522813,1,0.09999999999999787,0.5307855626326964
El-Kapat,emg5,1884,14.511479433844443,3.6895587512509715,25.580155687597358,21.890596936346384,3,0.34999999999999254,1.8577494692144374
El-Kapat,emg6,1884,19.943663363822296,6.309772398802307,38.872980560229216,32.563208161426914,7,0.8699999999999815,4.617834394904459
El-Kapat,emg7,1884,19.179744377755554,7.19828649163763,40.77460385266844,33.57631736103082,9,0.93999999999998,4.989384288747346
El-Kapat,emg8,1884,10.108657822591475,4.385337197151352,23.26466941404553,18.879332216894177,7,0.8399999999999821,4.45859872611465
