pulse_index,start_time,end_time,duration,peak_time,peak_value,tr1_rise_time,tr2_fall_time,auc
0,2.157,2.3970000000000002,0.2400000000000002,2.2169999999999996,0.875,0.05999999999999961,0.0600000000000005,0.16125
1,14.397,14.577,0.17999999999999972,14.457,0.75,0.0600000000000005,,0.10124999999999973
2,17.697,17.937,0.240000000000002,17.817,1.0,0.120000000000001,,0.1912500000000006
