channel,mean_act,std_act,median_act,mad_act,is_dead,rms_threshold
emg1,3.692163650324218,5.102903239658704,1.3524084855039717,1.0531718138865624,0,9.610955106016762
emg2,5.881241529952135,7.138227177932879,3.2064492513070713,2.3622520265218045,0,11.027229608007271
emg3,4.531370976225156,5.6005745426120415,2.6825887373002697,1.8533567811102323,0,7.528859228207652
emg4,2.640263656119679,2.862454962945443,1.7989772951944725,1.136600244673025,0,4.692616855598753
emg5,1.8364095587787066,1.540461686022168,1.3494239425150765,0.9575421467294367,0,3.584298722725531
emg6,1.7605207394106128,1.5752545213528861,1.3065267231736457,0.773984272928586,0,3.3237106744204503
emg7,1.5023143536941204,1.2783597556788657,1.192512530458288,0.7322899539343897,0,2.679259240750477
emg8,3.302687247913693,4.5220820146134635,1.2771524634860816,1.0699197751963734,0,8.827574467921888
