pulse_index,start_time,end_time,duration,peak_time,peak_value,tr1_rise_time,tr2_fall_time,auc
0,1.5775000000000001,2.3775,0.7999999999999998,1.6775,0.875,0.09999999999999987,,0.48124999999999984
1,3.0775,3.2775,0.19999999999999973,3.0775,0.5,,,0.08124999999999993
2,4.9775,5.3774999999999995,0.39999999999999947,4.9775,0.5,,,0.1624999999999998
3,7.6775,8.177499999999998,0.4999999999999982,7.7775,0.75,0.09999999999999964,,0.30624999999999925
