pulse_index,start_time,end_time,duration,peak_time,peak_value,tr1_rise_time,tr2_fall_time,auc
0,2.9219999999999997,3.1020000000000003,0.1800000000000006,2.982,0.875,0.0600000000000005,0.0600000000000005,0.11250000000000027
1,3.762,4.7219999999999995,0.9599999999999995,3.8819999999999997,1.0,0.11999999999999966,,0.7799999999999999
2,5.322,7.182,1.8600000000000003,5.382,1.0,0.05999999999999961,,1.3312500000000003
3,8.322,9.342,1.0200000000000014,8.322,1.0,,,0.7987500000000011
4,10.722,11.862,1.1400000000000006,10.842,1.0,0.120000000000001,,1.0237500000000006
