pulse_index,start_time,end_time,duration,peak_time,peak_value,tr1_rise_time,tr2_fall_time,auc
0,1.4465,2.5465,1.1,1.8465,0.875,0.40000000000000013,,0.6625000000000001
1,4.8465,6.1465,1.2999999999999998,5.6465,1.0,0.7999999999999998,,0.9437500000000002
2,8.1465,9.846499999999999,1.6999999999999993,8.6465,1.0,0.5,,1.2874999999999996
